F_h,h
0.578858,-12035.5
0.579228,-12016.5
0.579598,-11997.5
0.579969,-11978.5
0.580339,-11959.5
0.580709,-11940.5
0.581078,-11921.4
0.581448,-11902.4
0.581818,-11883.4
0.582187,-11864.4
0.582556,-11845.4
0.582925,-11826.4
0.583294,-11807.3
0.583664,-11788.3
0.584032,-11769.3
0.584401,-11750.3
0.584769,-11731.3
0.585137,-11712.3
0.585506,-11693.2
0.585873,-11674.2
0.586241,-11655.2
0.586609,-11636.2
0.586977,-11617.2
0.587344,-11598.2
0.587712,-11579.2
0.588079,-11560.1
0.588446,-11541.1
0.588813,-11522.1
0.58918,-11503.1
0.589546,-11484.1
0.589913,-11465.1
0.590279,-11446
0.590645,-11427
0.591011,-11408
0.591377,-11389
0.591743,-11370
0.592108,-11351
0.592474,-11332
0.592839,-11312.9
0.593205,-11293.9
0.59357,-11274.9
0.593935,-11255.9
0.594299,-11236.9
0.594664,-11217.9
0.595029,-11198.8
0.595393,-11179.8
0.595757,-11160.8
0.596121,-11141.8
0.596485,-11122.8
0.596849,-11103.8
0.597213,-11084.8
0.597576,-11065.7
0.59794,-11046.7
0.598303,-11027.7
0.598666,-11008.7
0.599029,-10989.7
0.599392,-10970.7
0.599754,-10951.6
0.600116,-10932.6
0.600479,-10913.6
0.600841,-10894.6
0.601203,-10875.6
0.601565,-10856.6
0.601927,-10837.5
0.602288,-10818.5
0.60265,-10799.5
0.603011,-10780.5
0.603373,-10761.5
0.603733,-10742.5
0.604095,-10723.5
0.604455,-10704.4
0.604816,-10685.4
0.605176,-10666.4
0.605536,-10647.4
0.605897,-10628.4
0.606256,-10609.4
0.606616,-10590.3
0.606976,-10571.3
0.607336,-10552.3
0.607695,-10533.3
0.608055,-10514.3
0.608414,-10495.3
0.608772,-10476.2
0.609131,-10457.2
0.60949,-10438.2
0.609848,-10419.2
0.610207,-10400.2
0.610565,-10381.2
0.610923,-10362.2
0.611281,-10343.1
0.611639,-10324.1
0.611996,-10305.1
0.612354,-10286.1
0.612711,-10267.1
0.613068,-10248.1
0.613425,-10229
0.613782,-10210
0.614139,-10191
0.614495,-10172
0.614852,-10153
0.615208,-10134
0.615564,-10115
0.61592,-10095.9
0.616276,-10076.9
0.616631,-10057.9
0.616987,-10038.9
0.617342,-10019.9
0.617697,-10000.9
0.618052,-9981.84
0.618407,-9962.83
0.618762,-9943.81
0.619116,-9924.8
0.619471,-9905.78
0.619825,-9886.77
0.620179,-9867.75
0.620533,-9848.73
0.620887,-9829.72
0.621241,-9810.7
0.621594,-9791.69
0.621947,-9772.67
0.6223,-9753.66
0.622653,-9734.64
0.623006,-9715.62
0.623359,-9696.61
0.623711,-9677.59
0.624064,-9658.58
0.624416,-9639.56
0.624768,-9620.55
0.62512,-9601.53
0.625472,-9582.52
0.625823,-9563.5
0.626175,-9544.48
0.626526,-9525.47
0.626877,-9506.45
0.627228,-9487.44
0.627579,-9468.42
0.62793,-9449.41
0.62828,-9430.39
0.628631,-9411.38
0.62898,-9392.36
0.62933,-9373.34
0.62968,-9354.33
0.63003,-9335.31
0.63038,-9316.3
0.630729,-9297.28
0.631078,-9278.27
0.631428,-9259.25
0.631776,-9240.23
0.632125,-9221.22
0.632474,-9202.2
0.632822,-9183.19
0.63317,-9164.17
0.633518,-9145.16
0.633867,-9126.14
0.634214,-9107.12
0.634562,-9088.11
0.634909,-9069.09
0.635256,-9050.08
0.635604,-9031.06
0.63595,-9012.05
0.636297,-8993.03
0.636644,-8974.02
0.63699,-8955
0.637337,-8935.98
0.637683,-8916.97
0.638029,-8897.95
0.638375,-8878.94
0.638721,-8859.92
0.639066,-8840.91
0.639411,-8821.89
0.639757,-8802.88
0.640102,-8783.86
0.640446,-8764.84
0.640791,-8745.83
0.641135,-8726.81
0.64148,-8707.8
0.641824,-8688.78
0.642168,-8669.77
0.642512,-8650.75
0.642856,-8631.73
0.6432,-8612.72
0.643543,-8593.7
0.643886,-8574.69
0.644229,-8555.67
0.644572,-8536.66
0.644915,-8517.64
0.645257,-8498.62
0.645599,-8479.61
0.645942,-8460.59
0.646284,-8441.58
0.646626,-8422.56
0.646968,-8403.55
0.647309,-8384.53
0.64765,-8365.52
0.647992,-8346.5
0.648333,-8327.48
0.648674,-8308.47
0.649014,-8289.45
0.649355,-8270.44
0.649695,-8251.42
0.650036,-8232.41
0.650376,-8213.39
0.650716,-8194.38
0.651055,-8175.36
0.651395,-8156.34
0.651734,-8137.33
0.652073,-8118.31
0.652413,-8099.3
0.652751,-8080.28
0.65309,-8061.27
0.653429,-8042.25
0.653767,-8023.23
0.654105,-8004.22
0.654443,-7985.2
0.654781,-7966.19
0.655119,-7947.17
0.655457,-7928.16
0.655794,-7909.14
0.656131,-7890.12
0.656468,-7871.11
0.656805,-7852.09
0.657142,-7833.08
0.657478,-7814.06
0.657815,-7795.05
0.658151,-7776.03
0.658487,-7757.02
0.658823,-7738
0.659158,-7718.98
0.659494,-7699.97
0.659829,-7680.95
0.660164,-7661.94
0.660499,-7642.92
0.660834,-7623.91
0.661169,-7604.89
0.661503,-7585.88
0.661838,-7566.86
0.662172,-7547.84
0.662506,-7528.83
0.662839,-7509.81
0.663173,-7490.8
0.663507,-7471.78
0.66384,-7452.77
0.664173,-7433.75
0.664506,-7414.73
0.664838,-7395.72
0.665171,-7376.7
0.665503,-7357.69
0.665836,-7338.67
0.666168,-7319.66
0.6665,-7300.64
0.666832,-7281.62
0.667163,-7262.61
0.667494,-7243.59
0.667826,-7224.58
0.668157,-7205.56
0.668487,-7186.55
0.668818,-7167.53
0.669149,-7148.52
0.669479,-7129.5
0.669809,-7110.48
0.670139,-7091.47
0.670469,-7072.45
0.670798,-7053.44
0.671128,-7034.42
0.671457,-7015.41
0.671786,-6996.39
0.672115,-6977.38
0.672444,-6958.36
0.672773,-6939.34
0.673101,-6920.33
0.673429,-6901.31
0.673757,-6882.3
0.674085,-6863.28
0.674413,-6844.27
0.67474,-6825.25
0.675067,-6806.23
0.675395,-6787.22
0.675722,-6768.2
0.676049,-6749.19
0.676375,-6730.17
0.676702,-6711.16
0.677028,-6692.14
0.677354,-6673.12
0.67768,-6654.11
0.678006,-6635.09
0.678331,-6616.08
0.678657,-6597.06
0.678982,-6578.05
0.679307,-6559.03
0.679632,-6540.02
0.679957,-6521
0.680281,-6501.98
0.680605,-6482.97
0.68093,-6463.95
0.681254,-6444.94
0.681577,-6425.92
0.681901,-6406.91
0.682225,-6387.89
0.682548,-6368.88
0.682871,-6349.86
0.683194,-6330.84
0.683516,-6311.83
0.683839,-6292.81
0.684161,-6273.8
0.684484,-6254.78
0.684806,-6235.77
0.685127,-6216.75
0.685449,-6197.73
0.685771,-6178.72
0.686092,-6159.7
0.686413,-6140.69
0.686734,-6121.67
0.687055,-6102.66
0.687375,-6083.64
0.687696,-6064.62
0.688016,-6045.61
0.688336,-6026.59
0.688656,-6007.58
0.688976,-5988.56
0.689295,-5969.55
0.689614,-5950.53
0.689933,-5931.52
0.690252,-5912.5
0.690571,-5893.48
0.69089,-5874.47
0.691208,-5855.45
0.691526,-5836.44
0.691844,-5817.42
0.692162,-5798.41
0.69248,-5779.39
0.692797,-5760.38
0.693115,-5741.36
0.693432,-5722.34
0.693749,-5703.33
0.694065,-5684.31
0.694382,-5665.3
0.694698,-5646.28
0.695015,-5627.27
0.695331,-5608.25
0.695647,-5589.23
0.695962,-5570.22
0.696278,-5551.2
0.696593,-5532.19
0.696908,-5513.17
0.697223,-5494.16
0.697538,-5475.14
0.697852,-5456.12
0.698167,-5437.11
0.698481,-5418.09
0.698795,-5399.08
0.699109,-5380.06
0.699423,-5361.05
0.699736,-5342.03
0.70005,-5323.02
0.700363,-5304
0.700676,-5284.98
0.700988,-5265.97
0.701301,-5246.95
0.701613,-5227.94
0.701925,-5208.92
0.702237,-5189.91
0.702549,-5170.89
0.702861,-5151.88
0.703172,-5132.86
0.703483,-5113.84
0.703795,-5094.83
0.704105,-5075.81
0.704416,-5056.8
0.704727,-5037.78
0.705037,-5018.77
0.705347,-4999.75
0.705657,-4980.73
0.705967,-4961.72
0.706277,-4942.7
0.706586,-4923.69
0.706895,-4904.67
0.707205,-4885.66
0.707513,-4866.64
0.707822,-4847.62
0.70813,-4828.61
0.708439,-4809.59
0.708747,-4790.58
0.709055,-4771.56
0.709363,-4752.55
0.70967,-4733.53
0.709978,-4714.52
0.710285,-4695.5
0.710591,-4676.48
0.710898,-4657.47
0.711205,-4638.45
0.711512,-4619.44
0.711818,-4600.42
0.712124,-4581.41
0.71243,-4562.39
0.712736,-4543.38
0.713041,-4524.36
0.713346,-4505.34
0.713651,-4486.33
0.713956,-4467.31
0.714261,-4448.3
0.714566,-4429.28
0.71487,-4410.27
0.715174,-4391.25
0.715478,-4372.23
0.715782,-4353.22
0.716085,-4334.2
0.716389,-4315.19
0.716692,-4296.17
0.716995,-4277.16
0.717298,-4258.14
0.717601,-4239.12
0.717903,-4220.11
0.718206,-4201.09
0.718508,-4182.08
0.71881,-4163.06
0.719111,-4144.05
0.719413,-4125.03
0.719714,-4106.02
0.720016,-4087
0.720317,-4067.98
0.720617,-4048.97
0.720918,-4029.95
0.721218,-4010.94
0.721518,-3991.92
0.721819,-3972.9
0.722119,-3953.89
0.722418,-3934.87
0.722718,-3915.86
0.723017,-3896.84
0.723316,-3877.83
0.723615,-3858.81
0.723914,-3839.79
0.724212,-3820.78
0.724511,-3801.76
0.724809,-3782.75
0.725107,-3763.73
0.725405,-3744.71
0.725702,-3725.7
0.726,-3706.68
0.726297,-3687.67
0.726594,-3668.65
0.726891,-3649.63
0.727187,-3630.62
0.727484,-3611.6
0.72778,-3592.59
0.728076,-3573.57
0.728372,-3554.56
0.728667,-3535.54
0.728963,-3516.52
0.729258,-3497.51
0.729553,-3478.49
0.729848,-3459.48
0.730143,-3440.46
0.730438,-3421.44
0.730732,-3402.43
0.731026,-3383.41
0.73132,-3364.4
0.731614,-3345.38
0.731907,-3326.36
0.732201,-3307.35
0.732494,-3288.33
0.732787,-3269.32
0.73308,-3250.3
0.733372,-3231.29
0.733665,-3212.27
0.733957,-3193.25
0.734249,-3174.24
0.734541,-3155.22
0.734833,-3136.21
0.735124,-3117.19
0.735415,-3098.17
0.735706,-3079.16
0.735997,-3060.14
0.736288,-3041.13
0.736579,-3022.11
0.736869,-3003.1
0.737159,-2984.08
0.737449,-2965.06
0.737739,-2946.05
0.738028,-2927.03
0.738318,-2908.02
0.738607,-2889
0.738896,-2869.98
0.739185,-2850.97
0.739473,-2831.95
0.739762,-2812.94
0.74005,-2793.92
0.740338,-2774.9
0.740626,-2755.89
0.740913,-2736.87
0.741201,-2717.86
0.741488,-2698.84
0.741775,-2679.83
0.742062,-2660.81
0.742349,-2641.79
0.742635,-2622.78
0.742921,-2603.76
0.743207,-2584.75
0.743493,-2565.73
0.743779,-2546.71
0.744064,-2527.7
0.74435,-2508.68
0.744635,-2489.67
0.74492,-2470.65
0.745204,-2451.64
0.745489,-2432.62
0.745773,-2413.6
0.746057,-2394.59
0.746341,-2375.57
0.746625,-2356.56
0.746909,-2337.54
0.747192,-2318.52
0.747475,-2299.51
0.747758,-2280.49
0.748041,-2261.48
0.748324,-2242.46
0.748606,-2223.44
0.748888,-2204.43
0.74917,-2185.41
0.749452,-2166.4
0.749734,-2147.38
0.750015,-2128.37
0.750296,-2109.35
0.750577,-2090.33
0.750858,-2071.32
0.751139,-2052.3
0.751419,-2033.29
0.7517,-2014.27
0.75198,-1995.25
0.75226,-1976.24
0.752539,-1957.22
0.752819,-1938.21
0.753098,-1919.19
0.753377,-1900.18
0.753656,-1881.16
0.753935,-1862.14
0.754213,-1843.13
0.754492,-1824.11
0.75477,-1805.1
0.755048,-1786.08
0.755325,-1767.07
0.755603,-1748.05
0.75588,-1729.03
0.756157,-1710.02
0.756434,-1691
0.756711,-1671.99
0.756988,-1652.97
0.757264,-1633.96
0.75754,-1614.94
0.757816,-1595.92
0.758092,-1576.91
0.758368,-1557.89
0.758643,-1538.88
0.758918,-1519.86
0.759193,-1500.85
0.759468,-1481.83
0.759743,-1462.81
0.760017,-1443.8
0.760291,-1424.78
0.760565,-1405.77
0.760839,-1386.75
0.761113,-1367.73
0.761386,-1348.72
0.761659,-1329.7
0.761932,-1310.69
0.762205,-1291.67
0.762478,-1272.66
0.762751,-1253.64
0.763023,-1234.62
0.763295,-1215.61
0.763567,-1196.59
0.763838,-1177.58
0.76411,-1158.56
0.764381,-1139.55
0.764652,-1120.53
0.764923,-1101.51
0.765194,-1082.5
0.765464,-1063.48
0.765735,-1044.47
0.766005,-1025.45
0.766275,-1006.44
0.766544,-987.42
0.766814,-968.404
0.767083,-949.388
0.767352,-930.373
0.767621,-911.357
0.76789,-892.341
0.768158,-873.325
0.768427,-854.31
0.768695,-835.294
0.768963,-816.278
0.769231,-797.262
0.769498,-778.247
0.769766,-759.231
0.770033,-740.215
0.7703,-721.199
0.770566,-702.184
0.770833,-683.168
0.771099,-664.152
0.771366,-645.136
0.771632,-626.121
0.771897,-607.105
0.772163,-588.089
0.772428,-569.073
0.772694,-550.058
0.772959,-531.042
0.773224,-512.026
0.773488,-493.01
0.773753,-473.995
0.774017,-454.979
0.774281,-435.963
0.774545,-416.948
0.774808,-397.932
0.775072,-378.916
0.775335,-359.9
0.775598,-340.885
0.775861,-321.869
0.776124,-302.853
0.776386,-283.837
0.776648,-264.822
0.77691,-245.806
0.777172,-226.79
0.777434,-207.774
0.777695,-188.758
0.777957,-169.743
0.778218,-150.727
0.778478,-131.711
0.778739,-112.695
0.779,-93.6797
0.77926,-74.6639
0.77952,-55.6482
0.77978,-36.6324
0.780039,-17.6166
0.780299,1.39912
0.780558,20.4149
0.780818,39.4306
0.781076,58.4464
0.781335,77.4622
0.781594,96.4779
0.781852,115.494
0.78211,134.509
0.782368,153.525
0.782626,172.541
0.782883,191.557
0.783141,210.572
0.783398,229.588
0.783655,248.604
0.783911,267.62
0.784168,286.636
0.784424,305.651
0.78468,324.667
0.784936,343.683
0.785192,362.699
0.785448,381.714
0.785703,400.73
0.785958,419.746
0.786213,438.762
0.786468,457.777
0.786722,476.793
0.786977,495.809
0.787231,514.825
0.787485,533.84
0.787739,552.856
0.787993,571.872
0.788246,590.888
0.788499,609.903
0.788752,628.919
0.789005,647.935
0.789258,666.951
0.78951,685.966
0.789762,704.982
0.790014,723.998
0.790266,743.013
0.790518,762.029
0.790769,781.045
0.79102,800.061
0.791271,819.076
0.791522,838.092
0.791773,857.108
0.792023,876.124
0.792273,895.139
0.792523,914.155
0.792773,933.171
0.793023,952.187
0.793272,971.202
0.793522,990.218
0.793771,1009.23
0.79402,1028.25
0.794268,1047.27
0.794517,1066.28
0.794765,1085.3
0.795013,1104.31
0.795261,1123.33
0.795509,1142.34
0.795756,1161.36
0.796003,1180.38
0.79625,1199.39
0.796497,1218.41
0.796744,1237.42
0.796991,1256.44
0.797237,1275.45
0.797483,1294.47
0.797729,1313.49
0.797975,1332.5
0.79822,1351.52
0.798465,1370.53
0.79871,1389.55
0.798956,1408.56
0.7992,1427.58
0.799445,1446.6
0.799689,1465.61
0.799933,1484.63
0.800177,1503.64
0.800421,1522.66
0.800664,1541.67
0.800908,1560.69
0.801151,1579.71
0.801394,1598.72
0.801637,1617.74
0.801879,1636.75
0.802122,1655.77
0.802364,1674.79
0.802606,1693.8
0.802848,1712.82
0.803089,1731.83
0.80333,1750.85
0.803572,1769.86
0.803813,1788.88
0.804054,1807.9
0.804294,1826.91
0.804534,1845.93
0.804775,1864.94
0.805015,1883.96
0.805254,1902.97
0.805494,1921.99
0.805733,1941.01
0.805973,1960.02
0.806212,1979.04
0.806451,1998.05
0.806689,2017.07
0.806928,2036.08
0.807166,2055.1
0.807404,2074.12
0.807642,2093.13
0.807879,2112.15
0.808117,2131.16
0.808354,2150.18
0.808591,2169.2
0.808828,2188.21
0.809065,2207.23
0.809301,2226.24
0.809537,2245.26
0.809774,2264.27
0.810009,2283.29
0.810245,2302.31
0.810481,2321.32
0.810716,2340.34
0.810951,2359.35
0.811186,2378.37
0.811421,2397.39
0.811655,2416.4
0.811889,2435.42
0.812123,2454.43
0.812357,2473.45
0.812591,2492.47
0.812825,2511.48
0.813058,2530.5
0.813291,2549.51
0.813524,2568.53
0.813757,2587.54
0.813989,2606.56
0.814222,2625.58
0.814454,2644.59
0.814686,2663.61
0.814918,2682.62
0.815149,2701.64
0.815381,2720.66
0.815612,2739.67
0.815843,2758.69
0.816074,2777.7
0.816304,2796.72
0.816535,2815.73
0.816765,2834.75
0.816995,2853.77
0.817225,2872.78
0.817454,2891.8
0.817684,2910.81
0.817913,2929.83
0.818142,2948.85
0.818371,2967.86
0.818599,2986.88
0.818828,3005.89
0.819056,3024.91
0.819284,3043.93
0.819512,3062.94
0.81974,3081.96
0.819967,3100.97
0.820194,3119.99
0.820422,3139
0.820648,3158.02
0.820875,3177.04
0.821102,3196.05
0.821328,3215.07
0.821554,3234.08
0.82178,3253.1
0.822006,3272.12
0.822231,3291.13
0.822456,3310.15
0.822681,3329.16
0.822906,3348.18
0.823131,3367.2
0.823356,3386.21
0.82358,3405.23
0.823804,3424.24
0.824028,3443.26
0.824252,3462.27
0.824475,3481.29
0.824699,3500.31
0.824922,3519.32
0.825145,3538.34
0.825368,3557.35
0.82559,3576.37
0.825813,3595.39
0.826035,3614.4
0.826257,3633.42
0.826479,3652.43
0.826701,3671.45
0.826922,3690.46
0.827143,3709.48
0.827364,3728.5
0.827585,3747.51
0.827806,3766.53
0.828026,3785.54
0.828246,3804.56
0.828467,3823.58
0.828686,3842.59
0.828906,3861.61
0.829126,3880.62
0.829345,3899.64
0.829564,3918.66
0.829783,3937.67
0.830002,3956.69
0.83022,3975.7
0.830438,3994.72
0.830656,4013.73
0.830874,4032.75
0.831092,4051.77
0.83131,4070.78
0.831527,4089.8
0.831744,4108.81
0.831961,4127.83
0.832178,4146.85
0.832395,4165.86
0.832611,4184.88
0.832827,4203.89
0.833043,4222.91
0.833259,4241.92
0.833475,4260.94
0.83369,4279.95
0.833905,4298.97
0.83412,4317.99
0.834335,4337
0.83455,4356.02
0.834764,4375.03
0.834979,4394.05
0.835193,4413.06
0.835407,4432.08
0.83562,4451.1
0.835834,4470.11
0.836047,4489.13
0.83626,4508.14
0.836473,4527.16
0.836686,4546.17
0.836898,4565.19
0.837111,4584.2
0.837323,4603.22
0.837535,4622.24
0.837746,4641.25
0.837958,4660.27
0.83817,4679.28
0.838381,4698.3
0.838592,4717.31
0.838803,4736.33
0.839013,4755.35
0.839223,4774.36
0.839434,4793.38
0.839644,4812.39
0.839854,4831.41
0.840063,4850.42
0.840273,4869.44
0.840482,4888.45
0.840691,4907.47
0.8409,4926.49
0.841109,4945.5
0.841317,4964.52
0.841526,4983.53
0.841734,5002.55
0.841941,5021.56
0.842149,5040.58
0.842357,5059.6
0.842564,5078.61
0.842771,5097.63
0.842978,5116.64
0.843185,5135.66
0.843392,5154.67
0.843598,5173.69
0.843804,5192.7
0.84401,5211.72
0.844216,5230.74
0.844422,5249.75
0.844627,5268.77
0.844833,5287.78
0.845038,5306.8
0.845243,5325.81
0.845447,5344.83
0.845652,5363.85
0.845856,5382.86
0.84606,5401.88
0.846264,5420.89
0.846468,5439.91
0.846671,5458.92
0.846875,5477.94
0.847078,5496.95
0.847281,5515.97
0.847484,5534.99
0.847686,5554
0.847889,5573.02
0.848091,5592.03
0.848293,5611.05
0.848495,5630.06
0.848696,5649.08
0.848898,5668.1
0.849099,5687.11
0.8493,5706.13
0.849501,5725.14
0.849702,5744.16
0.849902,5763.17
0.850102,5782.19
0.850303,5801.2
0.850503,5820.22
0.850702,5839.24
0.850902,5858.25
0.851101,5877.27
0.8513,5896.28
0.8515,5915.3
0.851698,5934.31
0.851897,5953.33
0.852095,5972.35
0.852293,5991.36
0.852491,6010.38
0.852689,6029.39
0.852887,6048.41
0.853085,6067.42
0.853282,6086.44
0.853479,6105.45
0.853676,6124.47
0.853873,6143.49
0.854069,6162.5
0.854266,6181.52
0.854462,6200.53
0.854658,6219.55
0.854854,6238.56
0.855049,6257.58
0.855245,6276.6
0.85544,6295.61
0.855635,6314.63
0.85583,6333.64
0.856024,6352.66
0.856219,6371.67
0.856413,6390.69
0.856607,6409.7
0.856801,6428.72
0.856995,6447.74
0.857189,6466.75
0.857382,6485.77
0.857575,6504.78
0.857768,6523.8
0.857961,6542.81
0.858153,6561.83
0.858346,6580.85
0.858538,6599.86
0.85873,6618.88
0.858922,6637.89
0.859114,6656.91
0.859305,6675.92
0.859496,6694.94
0.859688,6713.95
0.859879,6732.97
0.860069,6751.99
0.86026,6771
0.86045,6790.02
0.86064,6809.03
0.86083,6828.05
0.86102,6847.06
0.86121,6866.08
0.861399,6885.1
0.861588,6904.11
0.861778,6923.13
0.861966,6942.14
0.862155,6961.16
0.862344,6980.17
0.862532,6999.19
0.86272,7018.2
0.862908,7037.22
0.863096,7056.24
0.863283,7075.25
0.863471,7094.27
0.863658,7113.28
0.863845,7132.3
0.864032,7151.31
0.864219,7170.33
0.864405,7189.35
0.864592,7208.36
0.864778,7227.38
0.864964,7246.39
0.865149,7265.41
0.865335,7284.42
0.86552,7303.44
0.865705,7322.45
0.86589,7341.47
0.866075,7360.49
0.86626,7379.5
0.866444,7398.52
0.866629,7417.53
0.866813,7436.55
0.866997,7455.56
0.86718,7474.58
0.867364,7493.6
0.867547,7512.61
0.86773,7531.63
0.867913,7550.64
0.868096,7569.66
0.868279,7588.67
0.868461,7607.69
0.868644,7626.7
0.868826,7645.72
0.869008,7664.74
0.869189,7683.75
0.869371,7702.77
0.869552,7721.78
0.869733,7740.8
0.869914,7759.81
0.870095,7778.83
0.870276,7797.85
0.870456,7816.86
0.870636,7835.88
0.870816,7854.89
0.870996,7873.91
0.871176,7892.92
0.871355,7911.94
0.871535,7930.95
0.871714,7949.97
0.871893,7968.99
0.872072,7988
0.87225,8007.02
0.872429,8026.03
0.872607,8045.05
0.872785,8064.06
0.872963,8083.08
0.873141,8102.1
0.873318,8121.11
0.873496,8140.13
0.873673,8159.14
0.87385,8178.16
0.874027,8197.17
0.874203,8216.19
0.87438,8235.21
0.874556,8254.22
0.874732,8273.24
0.874908,8292.25
0.875083,8311.27
0.875259,8330.28
0.875434,8349.3
0.87561,8368.31
0.875785,8387.33
0.875959,8406.35
0.876134,8425.36
0.876308,8444.38
0.876483,8463.39
0.876657,8482.41
0.876831,8501.42
0.877005,8520.44
0.877178,8539.46
0.877351,8558.47
0.877525,8577.49
0.877698,8596.5
0.877871,8615.52
0.878043,8634.53
0.878216,8653.55
0.878388,8672.56
0.87856,8691.58
0.878732,8710.6
0.878904,8729.61
0.879075,8748.63
0.879247,8767.64
0.879418,8786.66
0.879589,8805.67
0.87976,8824.69
0.879931,8843.71
0.880101,8862.72
0.880271,8881.74
0.880442,8900.75
0.880612,8919.77
0.880781,8938.78
0.880951,8957.8
0.881121,8976.81
0.88129,8995.83
0.881459,9014.85
0.881628,9033.86
0.881797,9052.88
0.881965,9071.89
0.882134,9090.91
0.882302,9109.92
0.88247,9128.94
0.882638,9147.96
0.882805,9166.97
0.882973,9185.99
0.88314,9205
0.883307,9224.02
0.883474,9243.03
0.883641,9262.05
0.883808,9281.06
0.883974,9300.08
0.88414,9319.1
0.884306,9338.11
0.884472,9357.13
0.884638,9376.14
0.884804,9395.16
0.884969,9414.17
0.885134,9433.19
0.885299,9452.21
0.885464,9471.22
0.885629,9490.24
0.885793,9509.25
0.885958,9528.27
0.886122,9547.28
0.886286,9566.3
0.88645,9585.31
0.886613,9604.33
0.886777,9623.35
0.88694,9642.36
0.887103,9661.38
0.887266,9680.39
0.887429,9699.41
0.887592,9718.42
0.887754,9737.44
0.887916,9756.46
0.888078,9775.47
0.88824,9794.49
0.888402,9813.5
0.888563,9832.52
0.888725,9851.53
0.888886,9870.55
0.889047,9889.56
0.889208,9908.58
0.889369,9927.6
0.889529,9946.61
0.889689,9965.63
0.88985,9984.64
0.89001,10003.7
0.890169,10022.7
0.890329,10041.7
0.890489,10060.7
0.890648,10079.7
0.890807,10098.7
0.890966,10117.8
0.891125,10136.8
0.891283,10155.8
0.891442,10174.8
0.8916,10193.8
0.891758,10212.8
0.891916,10231.8
0.892074,10250.9
0.892231,10269.9
0.892389,10288.9
0.892546,10307.9
0.892703,10326.9
0.89286,10345.9
0.893016,10365
0.893173,10384
0.893329,10403
0.893486,10422
0.893642,10441
0.893797,10460
0.893953,10479
0.894109,10498.1
0.894264,10517.1
0.894419,10536.1
0.894574,10555.1
0.894729,10574.1
0.894884,10593.1
0.895038,10612.2
0.895193,10631.2
0.895347,10650.2
0.895501,10669.2
0.895654,10688.2
0.895808,10707.2
0.895962,10726.3
0.896115,10745.3
0.896268,10764.3
0.896421,10783.3
0.896574,10802.3
0.896726,10821.3
0.896879,10840.3
0.897031,10859.4
0.897183,10878.4
0.897335,10897.4
0.897487,10916.4
0.897639,10935.4
0.89779,10954.4
0.897941,10973.5
0.898093,10992.5
0.898243,11011.5
0.898394,11030.5
0.898545,11049.5
0.898695,11068.5
0.898846,11087.5
0.898996,11106.6
0.899146,11125.6
0.899295,11144.6
0.899445,11163.6
0.899594,11182.6
0.899744,11201.6
0.899893,11220.7
0.900042,11239.7
0.90019,11258.7
0.900339,11277.7
0.900487,11296.7
0.900636,11315.7
0.900784,11334.8
0.900932,11353.8
0.90108,11372.8
0.901227,11391.8
0.901375,11410.8
0.901522,11429.8
0.901669,11448.8
0.901816,11467.9
0.901963,11486.9
0.902109,11505.9
0.902256,11524.9
0.902402,11543.9
0.902548,11562.9
0.902694,11582
0.90284,11601
0.902985,11620
0.903131,11639
0.903276,11658
0.903421,11677
0.903566,11696
0.903711,11715.1
0.903855,11734.1
0.904,11753.1
0.904144,11772.1
0.904288,11791.1
0.904432,11810.1
0.904576,11829.2
0.90472,11848.2
0.904863,11867.2
0.905007,11886.2
0.90515,11905.2
0.905293,11924.2
0.905436,11943.3
0.905578,11962.3
0.905721,11981.3
0.905863,12000.3
0.906005,12019.3
0.906147,12038.3
0.906289,12057.3
0.906431,12076.4
0.906572,12095.4
0.906713,12114.4
0.906855,12133.4
0.906996,12152.4
0.907136,12171.4
0.907277,12190.5
0.907418,12209.5
0.907558,12228.5
0.907698,12247.5
0.907838,12266.5
0.907978,12285.5
0.908118,12304.5
0.908258,12323.6
0.908397,12342.6
0.908536,12361.6
0.908675,12380.6
0.908814,12399.6
0.908953,12418.6
0.909092,12437.7
0.90923,12456.7
0.909368,12475.7
0.909506,12494.7
0.909644,12513.7
0.909782,12532.7
0.90992,12551.8
0.910057,12570.8
0.910195,12589.8
0.910332,12608.8
0.910469,12627.8
0.910606,12646.8
0.910742,12665.8
0.910879,12684.9
0.911015,12703.9
0.911151,12722.9
0.911287,12741.9
0.911423,12760.9
0.911559,12779.9
0.911694,12799
0.91183,12818
0.911965,12837
0.9121,12856
0.912235,12875
0.91237,12894
0.912504,12913
0.912639,12932.1
0.912773,12951.1
0.912907,12970.1
0.913041,12989.1
0.913175,13008.1
0.913309,13027.1
0.913442,13046.2
0.913576,13065.2
0.913709,13084.2
0.913842,13103.2
0.913975,13122.2
0.914107,13141.2
0.91424,13160.3
0.914372,13179.3
0.914505,13198.3
0.914637,13217.3
0.914769,13236.3
0.9149,13255.3
0.915032,13274.3
0.915163,13293.4
0.915295,13312.4
0.915426,13331.4
0.915557,13350.4
0.915688,13369.4
0.915818,13388.4
0.915949,13407.5
0.916079,13426.5
0.916209,13445.5
0.91634,13464.5
0.916469,13483.5
0.916599,13502.5
0.916729,13521.5
0.916858,13540.6
0.916987,13559.6
0.917117,13578.6
0.917245,13597.6
0.917374,13616.6
0.917503,13635.6
0.917632,13654.7
0.91776,13673.7
0.917888,13692.7
0.918016,13711.7
