F_h,h
0.918144,13730.7
0.918272,13749.7
0.918399,13768.8
0.918527,13787.8
0.918654,13806.8
0.918781,13825.8
0.918908,13844.8
0.919035,13863.8
0.919161,13882.8
0.919288,13901.9
0.919414,13920.9
0.919541,13939.9
0.919667,13958.9
0.919793,13977.9
0.919918,13996.9
0.920044,14016
0.920169,14035
0.920295,14054
0.92042,14073
0.920545,14092
0.920669,14111
0.920794,14130
0.920919,14149.1
0.921043,14168.1
0.921167,14187.1
0.921291,14206.1
0.921415,14225.1
0.921539,14244.1
0.921663,14263.2
0.921786,14282.2
0.921909,14301.2
0.922033,14320.2
0.922156,14339.2
0.922278,14358.2
0.922401,14377.3
0.922524,14396.3
0.922646,14415.3
0.922768,14434.3
0.922891,14453.3
0.923013,14472.3
0.923134,14491.3
0.923256,14510.4
0.923378,14529.4
0.923499,14548.4
0.92362,14567.4
0.923741,14586.4
0.923862,14605.4
0.923983,14624.5
0.924103,14643.5
0.924224,14662.5
0.924344,14681.5
0.924464,14700.5
0.924584,14719.5
0.924704,14738.5
0.924824,14757.6
0.924944,14776.6
0.925063,14795.6
0.925182,14814.6
0.925301,14833.6
0.92542,14852.6
0.925539,14871.7
0.925658,14890.7
0.925777,14909.7
0.925895,14928.7
0.926013,14947.7
0.926131,14966.7
0.926249,14985.8
0.926367,15004.8
0.926485,15023.8
0.926602,15042.8
0.92672,15061.8
0.926837,15080.8
0.926954,15099.8
0.927071,15118.9
0.927188,15137.9
0.927304,15156.9
0.927421,15175.9
0.927537,15194.9
0.927653,15213.9
0.927769,15233
0.927885,15252
0.928001,15271
0.928117,15290
0.928232,15309
0.928347,15328
0.928463,15347
0.928578,15366.1
0.928693,15385.1
0.928807,15404.1
0.928922,15423.1
0.929036,15442.1
0.929151,15461.1
0.929265,15480.2
0.929379,15499.2
0.929493,15518.2
0.929606,15537.2
0.92972,15556.2
0.929834,15575.2
0.929947,15594.3
0.93006,15613.3
0.930173,15632.3
0.930286,15651.3
0.930399,15670.3
0.930511,15689.3
0.930624,15708.3
0.930736,15727.4
0.930848,15746.4
0.93096,15765.4
0.931072,15784.4
0.931184,15803.4
0.931295,15822.4
0.931407,15841.5
0.931518,15860.5
0.931629,15879.5
0.93174,15898.5
0.931851,15917.5
0.931962,15936.5
0.932073,15955.5
0.932183,15974.6
0.932293,15993.6
0.932404,16012.6
0.932514,16031.6
0.932624,16050.6
0.932733,16069.6
0.932843,16088.7
0.932952,16107.7
0.933062,16126.7
0.933171,16145.7
0.93328,16164.7
0.933389,16183.7
0.933498,16202.8
0.933606,16221.8
0.933715,16240.8
0.933823,16259.8
0.933931,16278.8
0.934039,16297.8
0.934147,16316.8
0.934255,16335.9
0.934363,16354.9
0.93447,16373.9
0.934578,16392.9
0.934685,16411.9
0.934792,16430.9
0.934899,16450
0.935006,16469
0.935113,16488
0.935219,16507
0.935326,16526
0.935432,16545
0.935538,16564
0.935644,16583.1
0.93575,16602.1
0.935856,16621.1
0.935961,16640.1
0.936067,16659.1
0.936172,16678.1
0.936277,16697.2
0.936382,16716.2
0.936487,16735.2
0.936592,16754.2
0.936696,16773.2
0.936801,16792.2
0.936905,16811.3
0.937009,16830.3
0.937114,16849.3
0.937218,16868.3
0.937321,16887.3
0.937425,16906.3
0.937528,16925.3
0.937632,16944.4
0.937735,16963.4
0.937838,16982.4
0.937941,17001.4
0.938044,17020.4
0.938147,17039.4
0.93825,17058.5
0.938352,17077.5
0.938454,17096.5
0.938556,17115.5
0.938659,17134.5
0.93876,17153.5
0.938862,17172.5
0.938964,17191.6
0.939065,17210.6
0.939167,17229.6
0.939268,17248.6
0.939369,17267.6
0.93947,17286.6
0.939571,17305.7
0.939672,17324.7
0.939772,17343.7
0.939873,17362.7
0.939973,17381.7
0.940073,17400.7
0.940173,17419.8
0.940273,17438.8
0.940373,17457.8
0.940473,17476.8
0.940572,17495.8
0.940672,17514.8
0.940771,17533.8
0.94087,17552.9
0.940969,17571.9
0.941068,17590.9
0.941166,17609.9
0.941265,17628.9
0.941364,17647.9
0.941462,17667
0.94156,17686
0.941658,17705
0.941756,17724
0.941854,17743
0.941952,17762
0.942049,17781
0.942147,17800.1
0.942244,17819.1
0.942341,17838.1
0.942438,17857.1
0.942535,17876.1
0.942632,17895.1
0.942728,17914.2
0.942825,17933.2
0.942921,17952.2
0.943017,17971.2
0.943114,17990.2
0.943209,18009.2
0.943305,18028.3
0.943401,18047.3
0.943497,18066.3
0.943592,18085.3
0.943687,18104.3
0.943783,18123.3
0.943878,18142.3
0.943973,18161.4
0.944068,18180.4
0.944162,18199.4
0.944257,18218.4
0.944351,18237.4
0.944446,18256.4
0.94454,18275.5
0.944634,18294.5
0.944728,18313.5
0.944822,18332.5
0.944915,18351.5
0.945009,18370.5
0.945102,18389.5
0.945195,18408.6
0.945289,18427.6
0.945382,18446.6
0.945475,18465.6
0.945567,18484.6
0.94566,18503.6
0.945753,18522.7
0.945845,18541.7
0.945937,18560.7
0.946029,18579.7
0.946122,18598.7
0.946213,18617.7
0.946305,18636.8
0.946397,18655.8
0.946488,18674.8
0.94658,18693.8
0.946671,18712.8
0.946762,18731.8
0.946853,18750.8
0.946944,18769.9
0.947035,18788.9
0.947126,18807.9
0.947216,18826.9
0.947307,18845.9
0.947397,18864.9
0.947487,18884
0.947577,18903
0.947667,18922
0.947757,18941
0.947846,18960
0.947936,18979
0.948025,18998
0.948115,19017.1
0.948204,19036.1
0.948293,19055.1
0.948382,19074.1
0.948471,19093.1
0.948559,19112.1
0.948648,19131.2
0.948736,19150.2
0.948825,19169.2
0.948913,19188.2
0.949001,19207.2
0.949089,19226.2
0.949176,19245.3
0.949264,19264.3
0.949352,19283.3
0.949439,19302.3
0.949527,19321.3
0.949614,19340.3
0.949701,19359.3
0.949788,19378.4
0.949875,19397.4
0.949961,19416.4
0.950048,19435.4
0.950134,19454.4
0.950221,19473.4
0.950307,19492.5
0.950393,19511.5
0.950479,19530.5
0.950565,19549.5
0.950651,19568.5
0.950736,19587.5
0.950822,19606.5
0.950907,19625.6
0.950993,19644.6
0.951078,19663.6
0.951163,19682.6
0.951248,19701.6
0.951333,19720.6
0.951417,19739.7
0.951502,19758.7
0.951586,19777.7
0.951671,19796.7
0.951755,19815.7
0.951839,19834.7
0.951923,19853.8
0.952007,19872.8
0.952091,19891.8
0.952174,19910.8
0.952258,19929.8
0.952341,19948.8
0.952424,19967.8
0.952507,19986.9
0.952591,20005.9
0.952673,20024.9
0.952756,20043.9
0.952839,20062.9
0.952921,20081.9
0.953004,20101
0.953086,20120
0.953168,20139
0.953251,20158
0.953332,20177
0.953414,20196
0.953496,20215
0.953578,20234.1
0.953659,20253.1
0.953741,20272.1
0.953822,20291.1
0.953903,20310.1
0.953984,20329.1
0.954065,20348.2
0.954146,20367.2
0.954227,20386.2
0.954307,20405.2
0.954388,20424.2
0.954468,20443.2
0.954548,20462.3
0.954628,20481.3
0.954708,20500.3
0.954788,20519.3
0.954868,20538.3
0.954948,20557.3
0.955027,20576.3
0.955107,20595.4
0.955186,20614.4
0.955265,20633.4
0.955344,20652.4
0.955423,20671.4
0.955502,20690.4
0.955581,20709.5
0.95566,20728.5
0.955738,20747.5
0.955817,20766.5
0.955895,20785.5
0.955973,20804.5
0.956051,20823.5
0.956129,20842.6
0.956207,20861.6
0.956285,20880.6
0.956362,20899.6
0.95644,20918.6
0.956517,20937.6
0.956595,20956.7
0.956672,20975.7
0.956749,20994.7
0.956826,21013.7
0.956903,21032.7
0.956979,21051.7
0.957056,21070.8
0.957133,21089.8
0.957209,21108.8
0.957285,21127.8
0.957361,21146.8
0.957438,21165.8
0.957514,21184.8
0.957589,21203.9
0.957665,21222.9
0.957741,21241.9
0.957816,21260.9
0.957892,21279.9
0.957967,21298.9
0.958042,21318
0.958117,21337
0.958192,21356
0.958267,21375
0.958342,21394
0.958416,21413
0.958491,21432
0.958565,21451.1
0.95864,21470.1
0.958714,21489.1
0.958788,21508.1
0.958862,21527.1
0.958936,21546.1
0.95901,21565.2
0.959083,21584.2
0.959157,21603.2
0.95923,21622.2
0.959304,21641.2
0.959377,21660.2
0.95945,21679.3
0.959523,21698.3
0.959596,21717.3
0.959669,21736.3
0.959741,21755.3
0.959814,21774.3
0.959887,21793.3
0.959959,21812.4
0.960031,21831.4
0.960103,21850.4
0.960175,21869.4
0.960247,21888.4
0.960319,21907.4
0.960391,21926.5
0.960463,21945.5
0.960534,21964.5
0.960606,21983.5
0.960677,22002.5
0.960748,22021.5
0.960819,22040.5
0.96089,22059.6
0.960961,22078.6
0.961032,22097.6
0.961102,22116.6
0.961173,22135.6
0.961243,22154.6
0.961314,22173.7
0.961384,22192.7
0.961454,22211.7
0.961524,22230.7
0.961594,22249.7
0.961664,22268.7
0.961734,22287.8
0.961803,22306.8
0.961873,22325.8
0.961942,22344.8
0.962012,22363.8
0.962081,22382.8
0.96215,22401.8
0.962219,22420.9
0.962288,22439.9
0.962357,22458.9
0.962425,22477.9
0.962494,22496.9
0.962563,22515.9
0.962631,22535
0.962699,22554
0.962767,22573
0.962836,22592
0.962903,22611
0.962971,22630
0.963039,22649
0.963107,22668.1
0.963174,22687.1
0.963242,22706.1
0.963309,22725.1
0.963377,22744.1
0.963444,22763.1
0.963511,22782.2
0.963578,22801.2
0.963645,22820.2
0.963711,22839.2
0.963778,22858.2
0.963845,22877.2
0.963911,22896.3
0.963977,22915.3
0.964044,22934.3
0.96411,22953.3
0.964176,22972.3
0.964242,22991.3
0.964308,23010.3
0.964373,23029.4
0.964439,23048.4
0.964505,23067.4
0.96457,23086.4
0.964635,23105.4
0.964701,23124.4
0.964766,23143.5
0.964831,23162.5
0.964896,23181.5
0.964961,23200.5
0.965026,23219.5
0.96509,23238.5
0.965155,23257.5
0.965219,23276.6
0.965284,23295.6
0.965348,23314.6
0.965412,23333.6
0.965476,23352.6
0.96554,23371.6
0.965604,23390.7
0.965668,23409.7
0.965731,23428.7
0.965795,23447.7
0.965859,23466.7
0.965922,23485.7
0.965985,23504.8
0.966048,23523.8
0.966112,23542.8
0.966175,23561.8
0.966237,23580.8
0.9663,23599.8
0.966363,23618.8
0.966426,23637.9
0.966488,23656.9
0.966551,23675.9
0.966613,23694.9
0.966675,23713.9
0.966737,23732.9
0.966799,23752
0.966861,23771
0.966923,23790
0.966985,23809
0.967046,23828
0.967108,23847
0.967169,23866
0.967231,23885.1
0.967292,23904.1
0.967353,23923.1
0.967414,23942.1
0.967475,23961.1
0.967536,23980.1
0.967597,23999.2
0.967658,24018.2
0.967718,24037.2
0.967779,24056.2
0.967839,24075.2
0.9679,24094.2
0.96796,24113.3
0.96802,24132.3
0.96808,24151.3
0.96814,24170.3
0.9682,24189.3
0.96826,24208.3
0.968319,24227.3
0.968379,24246.4
0.968439,24265.4
0.968498,24284.4
0.968557,24303.4
0.968616,24322.4
0.968676,24341.4
0.968735,24360.5
0.968794,24379.5
0.968852,24398.5
0.968911,24417.5
0.96897,24436.5
0.969028,24455.5
0.969087,24474.5
0.969145,24493.6
0.969203,24512.6
0.969262,24531.6
0.96932,24550.6
0.969378,24569.6
0.969436,24588.6
0.969494,24607.7
0.969551,24626.7
0.969609,24645.7
0.969667,24664.7
0.969724,24683.7
0.969781,24702.7
0.969839,24721.8
0.969896,24740.8
0.969953,24759.8
0.97001,24778.8
0.970067,24797.8
0.970124,24816.8
0.970181,24835.8
0.970237,24854.9
0.970294,24873.9
0.97035,24892.9
0.970407,24911.9
0.970463,24930.9
0.970519,24949.9
0.970575,24969
0.970631,24988
0.970687,25007
0.970743,25026
0.970799,25045
0.970855,25064
0.97091,25083
0.970966,25102.1
0.971021,25121.1
0.971076,25140.1
0.971132,25159.1
0.971187,25178.1
0.971242,25197.1
0.971297,25216.2
0.971352,25235.2
0.971407,25254.2
0.971461,25273.2
0.971516,25292.2
0.97157,25311.2
0.971625,25330.3
0.971679,25349.3
0.971734,25368.3
0.971788,25387.3
0.971842,25406.3
0.971896,25425.3
0.97195,25444.3
0.972004,25463.4
0.972057,25482.4
0.972111,25501.4
0.972165,25520.4
0.972218,25539.4
0.972272,25558.4
0.972325,25577.5
0.972378,25596.5
0.972431,25615.5
0.972484,25634.5
0.972537,25653.5
0.97259,25672.5
0.972643,25691.5
0.972696,25710.6
0.972749,25729.6
0.972801,25748.6
0.972854,25767.6
0.972906,25786.6
0.972958,25805.6
0.97301,25824.7
0.973063,25843.7
0.973115,25862.7
0.973167,25881.7
0.973219,25900.7
0.97327,25919.7
0.973322,25938.8
0.973374,25957.8
0.973425,25976.8
0.973477,25995.8
0.973528,26014.8
0.973579,26033.8
0.973631,26052.8
0.973682,26071.9
0.973733,26090.9
0.973784,26109.9
0.973835,26128.9
0.973885,26147.9
0.973936,26166.9
0.973987,26186
0.974037,26205
0.974088,26224
0.974138,26243
0.974189,26262
0.974239,26281
0.974289,26300
0.974339,26319.1
0.974389,26338.1
0.974439,26357.1
0.974489,26376.1
0.974538,26395.1
0.974588,26414.1
0.974638,26433.2
0.974687,26452.2
0.974737,26471.2
0.974786,26490.2
0.974835,26509.2
0.974884,26528.2
0.974933,26547.3
0.974982,26566.3
0.975031,26585.3
0.97508,26604.3
0.975129,26623.3
0.975178,26642.3
0.975226,26661.3
0.975275,26680.4
0.975323,26699.4
0.975372,26718.4
0.97542,26737.4
0.975468,26756.4
0.975516,26775.4
0.975564,26794.5
0.975612,26813.5
0.97566,26832.5
0.975708,26851.5
0.975756,26870.5
0.975803,26889.5
0.975851,26908.5
0.975898,26927.6
0.975946,26946.6
0.975993,26965.6
0.97604,26984.6
0.976088,27003.6
0.976135,27022.6
0.976182,27041.7
0.976229,27060.7
0.976276,27079.7
0.976322,27098.7
0.976369,27117.7
0.976416,27136.7
0.976462,27155.8
0.976509,27174.8
0.976555,27193.8
0.976601,27212.8
0.976648,27231.8
0.976694,27250.8
0.97674,27269.8
0.976786,27288.9
0.976832,27307.9
0.976878,27326.9
0.976924,27345.9
0.976969,27364.9
0.977015,27383.9
0.97706,27403
0.977106,27422
0.977151,27441
0.977197,27460
0.977242,27479
0.977287,27498
0.977332,27517
0.977377,27536.1
0.977422,27555.1
0.977467,27574.1
0.977512,27593.1
0.977557,27612.1
0.977601,27631.1
0.977646,27650.2
0.97769,27669.2
0.977735,27688.2
0.977779,27707.2
0.977823,27726.2
0.977868,27745.2
0.977912,27764.3
0.977956,27783.3
0.978,27802.3
0.978044,27821.3
0.978088,27840.3
0.978131,27859.3
0.978175,27878.3
0.978219,27897.4
0.978262,27916.4
0.978306,27935.4
0.978349,27954.4
0.978392,27973.4
0.978436,27992.4
0.978479,28011.5
0.978522,28030.5
0.978565,28049.5
0.978608,28068.5
0.978651,28087.5
0.978694,28106.5
0.978736,28125.5
0.978779,28144.6
0.978822,28163.6
0.978864,28182.6
0.978907,28201.6
0.978949,28220.6
0.978991,28239.6
0.979033,28258.7
0.979076,28277.7
0.979118,28296.7
0.97916,28315.7
0.979202,28334.7
0.979243,28353.7
0.979285,28372.8
0.979327,28391.8
0.979369,28410.8
0.97941,28429.8
0.979452,28448.8
0.979493,28467.8
0.979535,28486.8
0.979576,28505.9
0.979617,28524.9
0.979658,28543.9
0.979699,28562.9
0.97974,28581.9
0.979781,28600.9
0.979822,28620
0.979863,28639
0.979904,28658
0.979944,28677
0.979985,28696
0.980026,28715
0.980066,28734
0.980106,28753.1
0.980147,28772.1
0.980187,28791.1
0.980227,28810.1
0.980267,28829.1
0.980307,28848.1
0.980347,28867.2
0.980387,28886.2
0.980427,28905.2
0.980467,28924.2
0.980507,28943.2
0.980546,28962.2
0.980586,28981.3
0.980625,29000.3
0.980665,29019.3
0.980704,29038.3
0.980743,29057.3
0.980783,29076.3
0.980822,29095.3
0.980861,29114.4
0.9809,29133.4
0.980939,29152.4
0.980978,29171.4
0.981016,29190.4
0.981055,29209.4
0.981094,29228.5
0.981132,29247.5
0.981171,29266.5
0.98121,29285.5
0.981248,29304.5
0.981286,29323.5
0.981325,29342.5
0.981363,29361.6
0.981401,29380.6
0.981439,29399.6
0.981477,29418.6
0.981515,29437.6
0.981553,29456.6
0.981591,29475.7
0.981628,29494.7
0.981666,29513.7
0.981704,29532.7
0.981741,29551.7
0.981779,29570.7
0.981816,29589.8
0.981853,29608.8
0.981891,29627.8
0.981928,29646.8
0.981965,29665.8
0.982002,29684.8
0.982039,29703.8
0.982076,29722.9
0.982113,29741.9
0.98215,29760.9
0.982187,29779.9
0.982224,29798.9
0.98226,29817.9
0.982297,29837
0.982333,29856
0.98237,29875
0.982406,29894
0.982442,29913
0.982479,29932
0.982515,29951
0.982551,29970.1
0.982587,29989.1
0.982623,30008.1
0.982659,30027.1
0.982695,30046.1
0.982731,30065.1
0.982766,30084.2
0.982802,30103.2
0.982838,30122.2
0.982873,30141.2
0.982909,30160.2
0.982944,30179.2
0.98298,30198.3
0.983015,30217.3
0.98305,30236.3
0.983085,30255.3
0.98312,30274.3
0.983155,30293.3
0.98319,30312.3
0.983225,30331.4
0.98326,30350.4
0.983295,30369.4
0.98333,30388.4
0.983365,30407.4
0.983399,30426.4
0.983434,30445.5
0.983468,30464.5
0.983503,30483.5
0.983537,30502.5
0.983571,30521.5
0.983606,30540.5
0.98364,30559.5
0.983674,30578.6
0.983708,30597.6
0.983742,30616.6
0.983776,30635.6
0.98381,30654.6
0.983844,30673.6
0.983877,30692.7
0.983911,30711.7
0.983945,30730.7
0.983978,30749.7
0.984012,30768.7
0.984045,30787.7
0.984079,30806.8
0.984112,30825.8
0.984145,30844.8
0.984179,30863.8
0.984212,30882.8
0.984245,30901.8
0.984278,30920.8
0.984311,30939.9
0.984344,30958.9
0.984377,30977.9
0.98441,30996.9
0.984442,31015.9
0.984475,31034.9
0.984508,31054
0.98454,31073
0.984573,31092
0.984605,31111
0.984638,31130
0.98467,31149
0.984702,31168
0.984735,31187.1
0.984767,31206.1
0.984799,31225.1
0.984831,31244.1
0.984863,31263.1
0.984895,31282.1
0.984927,31301.2
0.984958,31320.2
0.98499,31339.2
0.985022,31358.2
0.985054,31377.2
0.985085,31396.2
0.985117,31415.3
0.985148,31434.3
0.98518,31453.3
0.985211,31472.3
0.985242,31491.3
0.985274,31510.3
0.985305,31529.3
0.985336,31548.4
0.985367,31567.4
0.985398,31586.4
0.985429,31605.4
0.98546,31624.4
0.985491,31643.4
0.985521,31662.5
0.985552,31681.5
0.985583,31700.5
0.985614,31719.5
0.985644,31738.5
0.985675,31757.5
0.985705,31776.5
0.985735,31795.6
0.985766,31814.6
0.985796,31833.6
0.985826,31852.6
0.985857,31871.6
0.985887,31890.6
0.985917,31909.7
0.985947,31928.7
0.985977,31947.7
0.986007,31966.7
0.986036,31985.7
0.986066,32004.7
0.986096,32023.8
0.986126,32042.8
0.986155,32061.8
0.986185,32080.8
0.986214,32099.8
0.986244,32118.8
0.986273,32137.8
0.986303,32156.9
0.986332,32175.9
0.986361,32194.9
0.98639,32213.9
0.98642,32232.9
0.986449,32251.9
0.986478,32271
0.986507,32290
0.986536,32309
0.986565,32328
0.986593,32347
0.986622,32366
0.986651,32385
0.986679,32404.1
0.986708,32423.1
0.986737,32442.1
0.986765,32461.1
0.986794,32480.1
0.986822,32499.1
0.98685,32518.2
0.986879,32537.2
0.986907,32556.2
0.986935,32575.2
0.986963,32594.2
0.986991,32613.2
0.987019,32632.3
0.987047,32651.3
0.987075,32670.3
0.987103,32689.3
0.987131,32708.3
0.987159,32727.3
0.987186,32746.3
0.987214,32765.4
0.987242,32784.4
0.987269,32803.4
0.987297,32822.4
0.987324,32841.4
0.987352,32860.4
0.987379,32879.5
0.987406,32898.5
0.987434,32917.5
0.987461,32936.5
0.987488,32955.5
0.987515,32974.5
0.987542,32993.6
0.987569,33012.6
0.987596,33031.6
0.987623,33050.6
0.98765,33069.6
0.987677,33088.6
0.987703,33107.6
0.98773,33126.7
0.987757,33145.7
0.987783,33164.7
0.98781,33183.7
0.987836,33202.7
0.987863,33221.7
0.987889,33240.8
0.987916,33259.8
0.987942,33278.8
0.987968,33297.8
0.987994,33316.8
0.988021,33335.8
0.988047,33354.8
0.988073,33373.9
0.988099,33392.9
0.988125,33411.9
0.988151,33430.9
0.988176,33449.9
0.988202,33468.9
0.988228,33488
0.988254,33507
0.988279,33526
0.988305,33545
0.988331,33564
0.988356,33583
0.988382,33602.1
0.988407,33621.1
0.988432,33640.1
0.988458,33659.1
0.988483,33678.1
0.988508,33697.1
0.988533,33716.1
0.988559,33735.2
0.988584,33754.2
0.988609,33773.2
0.988634,33792.2
0.988659,33811.2
0.988684,33830.2
0.988708,33849.3
0.988733,33868.3
0.988758,33887.3
0.988783,33906.3
0.988807,33925.3
0.988832,33944.3
0.988856,33963.3
0.988881,33982.4
0.988905,34001.4
0.98893,34020.4
0.988954,34039.4
0.988979,34058.4
0.989003,34077.4
0.989027,34096.5
0.989051,34115.5
0.989076,34134.5
0.9891,34153.5
0.989124,34172.5
0.989148,34191.5
0.989172,34210.6
0.989196,34229.6
0.989219,34248.6
0.989243,34267.6
0.989267,34286.6
0.989291,34305.6
0.989314,34324.6
0.989338,34343.7
0.989362,34362.7
0.989385,34381.7
0.989409,34400.7
0.989432,34419.7
0.989456,34438.7
0.989479,34457.8
0.989502,34476.8
0.989526,34495.8
0.989549,34514.8
0.989572,34533.8
0.989595,34552.8
0.989618,34571.8
0.989641,34590.9
0.989664,34609.9
0.989687,34628.9
0.98971,34647.9
0.989733,34666.9
0.989756,34685.9
0.989779,34705
0.989802,34724
0.989824,34743
0.989847,34762
0.98987,34781
0.989892,34800
0.989915,34819.1
0.989937,34838.1
0.98996,34857.1
0.989982,34876.1
0.990004,34895.1
0.990027,34914.1
0.990049,34933.1
0.990071,34952.2
0.990093,34971.2
0.990115,34990.2
0.990138,35009.2
0.99016,35028.2
0.990182,35047.2
0.990204,35066.3
0.990225,35085.3
0.990247,35104.3
0.990269,35123.3
0.990291,35142.3
0.990313,35161.3
0.990334,35180.3
0.990356,35199.4
0.990378,35218.4
0.990399,35237.4
0.990421,35256.4
0.990442,35275.4
0.990464,35294.4
0.990485,35313.5
0.990507,35332.5
0.990528,35351.5
0.990549,35370.5
0.99057,35389.5
0.990592,35408.5
0.990613,35427.6
0.990634,35446.6
0.990655,35465.6
0.990676,35484.6
0.990697,35503.6
0.990718,35522.6
0.990739,35541.6
0.99076,35560.7
0.990781,35579.7
0.990802,35598.7
0.990822,35617.7
0.990843,35636.7
0.990864,35655.7
0.990884,35674.8
0.990905,35693.8
0.990925,35712.8
0.990946,35731.8
0.990966,35750.8
0.990987,35769.8
0.991007,35788.8
0.991028,35807.9
0.991048,35826.9
0.991068,35845.9
0.991088,35864.9
0.991109,35883.9
0.991129,35902.9
0.991149,35922
0.991169,35941
0.991189,35960
0.991209,35979
0.991229,35998
0.991249,36017
0.991269,36036.1
0.991288,36055.1
0.991308,36074.1
0.991328,36093.1
0.991348,36112.1
0.991367,36131.1
0.991387,36150.1
0.991407,36169.2
0.991426,36188.2
0.991446,36207.2
0.991465,36226.2
0.991485,36245.2
0.991504,36264.2
0.991523,36283.3
0.991543,36302.3
0.991562,36321.3
0.991581,36340.3
0.9916,36359.3
0.99162,36378.3
0.991639,36397.3
0.991658,36416.4
0.991677,36435.4
0.991696,36454.4
0.991715,36473.4
0.991734,36492.4
0.991753,36511.4
0.991772,36530.5
0.99179,36549.5
0.991809,36568.5
0.991828,36587.5
0.991847,36606.5
0.991865,36625.5
0.991884,36644.6
0.991903,36663.6
0.991921,36682.6
0.99194,36701.6
0.991958,36720.6
0.991977,36739.6
0.991995,36758.6
0.992013,36777.7
0.992032,36796.7
0.99205,36815.7
0.992068,36834.7
0.992086,36853.7
0.992105,36872.7
0.992123,36891.8
0.992141,36910.8
0.992159,36929.8
0.992177,36948.8
0.992195,36967.8
0.992213,36986.8
0.992231,37005.8
0.992249,37024.9
0.992267,37043.9
0.992285,37062.9
0.992302,37081.9
0.99232,37100.9
0.992338,37119.9
0.992356,37139
0.992373,37158
0.992391,37177
0.992408,37196
0.992426,37215
0.992443,37234
0.992461,37253.1
0.992478,37272.1
0.992496,37291.1
0.992513,37310.1
0.99253,37329.1
0.992548,37348.1
0.992565,37367.1
0.992582,37386.2
0.992599,37405.2
0.992617,37424.2
0.992634,37443.2
0.992651,37462.2
0.992668,37481.2
0.992685,37500.3
0.992702,37519.3
0.992719,37538.3
0.992736,37557.3
0.992753,37576.3
0.992769,37595.3
0.992786,37614.3
0.992803,37633.4
0.99282,37652.4
0.992836,37671.4
0.992853,37690.4
0.99287,37709.4
0.992886,37728.4
0.992903,37747.5
0.992919,37766.5
0.992936,37785.5
0.992952,37804.5
0.992969,37823.5
0.992985,37842.5
0.993002,37861.6
0.993018,37880.6
0.993034,37899.6
0.993051,37918.6
0.993067,37937.6
0.993083,37956.6
0.993099,37975.6
0.993115,37994.7
0.993131,38013.7
0.993147,38032.7
0.993163,38051.7
0.993179,38070.7
0.993195,38089.7
0.993211,38108.8
0.993227,38127.8
0.993243,38146.8
0.993259,38165.8
0.993275,38184.8
0.993291,38203.8
0.993306,38222.8
0.993322,38241.9
0.993338,38260.9
0.993353,38279.9
0.993369,38298.9
0.993384,38317.9
0.9934,38336.9
0.993416,38356
0.993431,38375
0.993446,38394
0.993462,38413
0.993477,38432
0.993493,38451
0.993508,38470.1
0.993523,38489.1
0.993538,38508.1
0.993554,38527.1
0.993569,38546.1
0.993584,38565.1
0.993599,38584.1
0.993614,38603.2
0.993629,38622.2
0.993644,38641.2
0.993659,38660.2
0.993674,38679.2
0.993689,38698.2
0.993704,38717.3
0.993719,38736.3
0.993734,38755.3
0.993749,38774.3
0.993764,38793.3
0.993778,38812.3
0.993793,38831.3
0.993808,38850.4
0.993822,38869.4
0.993837,38888.4
0.993852,38907.4
0.993866,38926.4
0.993881,38945.4
0.993895,38964.5
0.99391,38983.5
0.993924,39002.5
0.993939,39021.5
0.993953,39040.5
0.993967,39059.5
0.993982,39078.6
0.993996,39097.6
0.99401,39116.6
0.994024,39135.6
0.994039,39154.6
0.994053,39173.6
0.994067,39192.6
0.994081,39211.7
0.994095,39230.7
0.994109,39249.7
0.994123,39268.7
0.994137,39287.7
0.994151,39306.7
0.994165,39325.8
0.994179,39344.8
0.994193,39363.8
0.994207,39382.8
0.994221,39401.8
0.994235,39420.8
0.994248,39439.8
0.994262,39458.9
0.994276,39477.9
0.994289,39496.9
0.994303,39515.9
0.994317,39534.9
0.99433,39553.9
0.994344,39573
0.994357,39592
0.994371,39611
0.994384,39630
0.994398,39649
0.994411,39668
0.994425,39687.1
0.994438,39706.1
0.994451,39725.1
0.994465,39744.1
0.994478,39763.1
0.994491,39782.1
0.994504,39801.1
0.994518,39820.2
0.994531,39839.2
0.994544,39858.2
0.994557,39877.2
0.99457,39896.2
0.994583,39915.2
0.994596,39934.3
0.994609,39953.3
0.994622,39972.3
0.994635,39991.3
0.994648,40010.3
0.994661,40029.3
0.994674,40048.3
0.994687,40067.4
0.994699,40086.4
0.994712,40105.4
0.994725,40124.4
0.994738,40143.4
0.99475,40162.4
0.994763,40181.5
0.994776,40200.5
0.994788,40219.5
0.994801,40238.5
0.994813,40257.5
0.994826,40276.5
0.994838,40295.6
0.994851,40314.6
0.994863,40333.6
0.994876,40352.6
0.994888,40371.6
0.994901,40390.6
0.994913,40409.6
0.994925,40428.7
0.994938,40447.7
0.99495,40466.7
0.994962,40485.7
0.994974,40504.7
0.994986,40523.7
0.994999,40542.8
0.995011,40561.8
0.995023,40580.8
0.995035,40599.8
0.995047,40618.8
0.995059,40637.8
0.995071,40656.8
0.995083,40675.9
0.995095,40694.9
0.995107,40713.9
0.995119,40732.9
0.995131,40751.9
0.995143,40770.9
0.995154,40790
0.995166,40809
0.995178,40828
0.99519,40847
0.995201,40866
0.995213,40885
0.995225,40904.1
