loss,count
26382.8,49
26385.1,34
26385.7,10
26385.8,91
26387.3,26
26388.8,16
26390.7,36
26395.9,256
26396,21
26398.9,56
26401.2,23
26404.2,16
26406.1,36
26406.4,7
26407.6,32
26407.7,40
26407.9,49
26410.7,69
26414.3,53
26417.1,5
26417.6,12
26417.8,46
26418.6,16
26419.8,40
26420,48
26421.2,7
26422.6,75
26424.9,58
26427.2,17
26427.7,21
26427.8,3
26428.7,19
26429.9,4
26431.2,25
26433.1,55
26435.5,63
26436.4,15
26437.9,6
26440,28
26442.1,16
26446.2,20
26448.6,27
26450.3,11
26451.8,3
26451.9,58
26452.5,19
26453.8,11
26457.4,20
26461,29
26461.4,12
26461.9,27
26463,3
26463.4,9
26463.9,44
26464.3,31
26464.4,73
26467.5,33
26469.1,25
26469.7,16
26476,109
26476.2,31
26477.8,48
26477.9,22
26479.8,46
26481.4,45
26481.6,29
26481.8,5
26488,62
26490.1,32
26490.3,18
26491,97
26492.3,6
26493,49
26493.2,25
26496.8,48
26497,50
26501.7,33
26501.9,13
26505.5,18
26506.7,11
26506.9,45
26507.3,3
26507.7,27
26508.9,53
26509.1,43
26509.2,44
26509.7,18
26515.8,16
26516.8,27
26517.8,27
26518.9,14
26519.4,34
26519.9,13
26520.3,437
26521.4,33
26522.3,34
26524.3,33
26525.9,76
26529.5,60
26533,38
26534.7,33
26537.7,26
26538,15
26538.2,51
26538.7,9
26541.2,42
26546.5,14
26550.2,25
26552.1,28
26553.5,92
26554.6,49
26555.6,39
26556.6,35
26557.1,76
26558.4,18
26562.1,63
26563.5,12
26564.7,53
26565.1,120
26565.5,18
26565.7,112
26567.1,17
26570.5,46
26570.7,25
26574.3,28
26575.4,19
26575.6,21
26577.2,40
26577.8,29
26579.4,22
26581.4,3
26582.1,29
26582.3,31
26584.4,22
26585.9,30
26586,30
26587.4,3
26592.6,30
26594.5,41
26594.6,26
26596,41
26596.9,16
26597.5,6
26597.6,133
26598.2,34
26602.7,64
26603.3,23
26605.5,8
26606.2,5
26606.9,17
26608.5,34
26610,41
26610.5,41
26611,88
26611.4,37
26615.6,13
26616.2,2
26617,67
26617.4,5
26618.6,73
26622.1,52
26623.9,76
26624.3,16
26625.9,39
26626.3,8
26627.5,8
26630.3,59
26632.4,42
26634.6,18
26635,6
26635.8,74
26639.3,19
26639.8,37
26641.2,41
26642.3,7
26642.5,90
26643.2,14
26644.7,31
26645.3,10
26647.5,28
26649.8,8
26651.2,72
26652.4,16
26653.9,4
26654.8,69
26655.4,26
26658.1,13
26661.7,9
26664.1,27
26664.6,27
26666.3,21
26668.2,58
26671.1,6
26671.2,41
26672.3,26
26676.4,75
26676.5,8
26679.4,15
26683,6
26683.7,28
26683.9,107
26685.1,57
26686.6,12
26686.7,168
26687.3,33
26689.5,31
26689.6,14
26694.6,13
26695.3,59
26697.3,60
26697.6,39
26697.8,11
26699.1,73
26699.6,34
26701.1,12
26704.7,13
26705.3,4
26706.1,29
26706.2,32
26706.5,9
26708.3,7
26709,65
26712.7,38
26712.8,34
26713,89
26715.4,3
26716.2,95
26716.6,41
26716.6,11
26717.9,28
26721.5,27
26723.7,29
26724.9,78
26725.1,48
26727.1,2
26727.5,15
26728,66
26728.7,45
26731.6,73
26733.8,33
26734.4,12
26734.9,16
26737.4,60
26740.3,62
26740.9,18
26741.9,145
26743.9,98
26744.5,29
26745,35
26745.5,94
26745.9,13
26753.5,154
26753.7,33
26754.2,54
26757.1,101
26757.5,22
26763.3,6
26766.2,20
26766.9,11
26769.8,24
26770,21
26772.8,27
26773,149
26773.8,16
26774.4,22
26776.4,30
26780.7,2
26781.7,167
26783,25
26784.6,11
26785.3,10
26785.5,79
26785.7,27
26786.7,30
26790.3,40
26793.2,59
26794.6,14
26795.3,32
26797.4,12
26798.9,46
26801.8,42
26801.9,40
26804.1,24
26805.4,78
26810.5,52
26810.6,36
26813.5,9
26814.2,39
26814.3,29
26814.6,8
26816.2,10
26818.7,79
26820.7,63
26825.1,24
26825.5,4
26826.5,64
26829.6,40
26830.7,3
26830.8,114
26831.6,17
26833,86
26834.6,88
26839.4,9
26839.6,99
26840.1,10
26840.3,11
26841.9,38
26842.3,7
26843.5,17
26843.9,39
26846.8,22
26849.5,7
26851,5
26852.5,24
26855.3,25
26856,10
26858.3,6
26858.5,118
26858.7,194
26858.9,14
26859.1,10
26859.6,56
26860.7,24
26862.3,61
26862.7,30
26863.5,40
26864.9,8
26869.4,61
26869.8,6
26871,51
26871.4,48
26874.4,11
26874.6,92
26875,11
26875.1,218
26875.7,41
26881.1,139
26881.5,11
26883.7,8
26884.4,32
26887.1,2
26887.5,70
26888,32
26891.6,20
26894.5,68
26894.9,3
26899.4,69
26899.9,138
26900.5,40
26902.6,14
26903.3,58
26903.4,47
26905,15
26906.4,9
26909.4,25
26913.3,98
26913.8,10
26914.2,14
26916.2,8
26917.1,52
26919.5,40
26919.8,4
26920.7,16
26922.2,35
26922.8,11
26926.3,10
26928.2,27
26928.7,57
26928.8,42
26929.3,21
26931.4,8
26932.3,140
26932.4,84
26932.6,17
26932.9,29
26935.2,5
26935.9,28
26936,70
26936.4,15
26938.9,114
26941.6,25
26943.1,14
26943.5,20
26944.7,54
26949.8,23
26951.4,57
26953.6,55
26954.8,161
26960.5,7
26960.5,44
26961.2,29
26961.4,202
26961.9,11
26964.3,26
26964.8,37
26970.2,80
26970.6,10
26973,1
26973.1,148
26973.4,3
26973.5,18
26974.1,21
26974.2,12
26975,11
26977.1,39
26980.3,267
26980.7,33
26983.6,55
26985.1,5
26986,34
26988.9,8
26989,168
26989.6,38
26990.3,52
26991.8,10
26996.7,11
26998.5,23
26999,35
27001,52
27001.5,112
27003,15
27005,32
27006.2,49
27008.6,40
27009.1,99
27009.2,65
27014.9,66
27017.8,52
27017.9,49
27018.4,26
27018.5,46
27018.9,10
27021.4,96
27025.1,77
27028,140
27029.4,18
27030.1,57
27030.3,41
27032.3,35
27032.8,10
27041.5,4
27044.4,16
27046.7,7
27047.3,21
27047.5,24
27051.1,31
27051.6,13
27053.9,45
27056.3,14
27058.2,4
27059.4,56
27061.9,5
27062.1,9
27062.8,28
27063,112
27063.2,29
27063.3,23
27065.5,10
27066.4,41
27067,3
27068.8,19
27069.5,151
27074.2,13
27075.1,23
27077.1,6
27078.3,80
27078.7,50
27080.7,13
27085.8,13
27087.3,41
27089.2,27
27089.6,7
27090.6,126
27091,22
27091.7,63
27092.1,7
27094.8,7
27095.5,62
27097.1,188
27102.6,20
27103,1
27103.5,7
27106.2,14
27107.6,35
27108,82
27108.2,13
27108.6,37
27110.5,122
27113.6,15
27114.3,51
27116.6,40
27119.1,5
27119.2,38
27119.4,54
27121,23
27121.4,39
27121.9,6
27122.4,13
27124.3,20
27124.8,15
27127.4,8
27133.1,86
27134.6,14
27135.5,66
27135.8,5
27137.5,24
27139.8,97
27140.2,29
27142.3,11
27143.2,188
27143.3,15
27148.5,62
27148.9,33
27151,5
27151.2,10
27151.9,17
27152.4,11
27152.7,25
27153.4,30
27158.6,181
27159,12
27161.4,21
27163.4,8
27163.5,174
27164.1,31
27164.6,105
27167.4,98
27169.1,37
27171.5,40
27172.1,7
27177.4,269
27177.9,26
27178,35
27178.3,55
27180.3,8
27180.3,23
27182.2,14
27182.3,5
27183.9,7
27186.9,25
27190.4,17
27191,10
27193.4,31
27196.7,35
27197,58
27197.3,13
27198.8,24
27201.1,10
27205.7,27
27206.3,64
27207.8,15
27208.2,2
27208.3,61
27208.9,55
27209.4,27
27211.2,24
27213.5,96
27213.9,4
27216.4,189
27216.5,8
27219.5,75
27220.1,24
27222.2,76
27223.7,17
27224.6,54
27226.6,21
27229.9,4
27230.2,21
27232.3,246
27237.5,1
27237.8,17
27238.2,19
27238.3,31
27240,12
27241.8,15
27245.4,26
27246.1,90
27248.3,35
27249.2,7
27251.7,28
27252.5,5
27253.7,20
27253.7,68
27256.2,270
27261.4,5
27262.6,11
27263.5,32
27265.1,101
27267.1,30
27267.1,14
27269.1,12
27274.2,12
27277.3,13
27277.9,7
27278,5
27279,181
27281.5,11
27282.5,41
27283,16
27284.8,21
27285.5,181
27288,24
27290.2,7
27294.2,162
27296.4,94
27296.7,16
27296.9,9
27297,30
27300.3,26
27303.3,43
27305.6,8
27306.2,5
27306.9,33
27307.1,37
27310.3,4
27310.8,10
27311.5,79
27315.7,17
27316.3,12
27317.8,18
27319,9
27322.2,21
27324.6,39
27326,20
27327.4,33
27329.1,12
27329.6,28
27330.2,10
27330.3,112
27331.7,9
27335.1,7
27338.3,19
27339.4,9
27340.3,35
27340.8,11
27341.2,34
27341.8,25
27344.8,27
27350.5,8
27350.6,31
27351,7
27351.4,93
27353.5,34
27355.8,131
27356.2,47
27358.2,13
27366.7,54
27367,10
27367.1,8
27367.9,219
27368.7,37
27369.4,44
27370.7,14
27372.3,17
27372.7,34
27374.6,270
27377.1,20
27379.4,6
27380.1,54
27380.6,22
27383.2,12
27383.9,23
27385.1,46
27385.5,134
27385.7,13
27386,14
27386.1,20
27386.6,14
27387.5,53
27396,24
27396.2,36
27396.6,3
27396.7,73
27397.8,38
27398.2,18
27398.3,18
27399.9,17
27402.7,53
27404.9,10
27406.4,15
27406.9,11
27407.9,84
27408.5,11
27412.1,14
27413,67
27415,39
27415.1,16
27416.6,86
27417.1,10
27418.6,38
27420.8,21
27423.8,19
27424.2,4
27424.9,60
27427.3,20
27427.8,4
27428,4
27428.2,66
27428.7,39
27429.9,20
27430.5,33
27430.9,34
27435.5,93
27439.7,25
27442.1,107
27442.1,25
27442.6,45
27446.2,40
27446.4,80
27453.8,15
27457.8,31
27459.8,8
27461.4,21
27463.4,12
27464.3,36
27464.7,5
27465.2,16
27465.7,7
27465.8,10
27468.5,13
27469.7,24
27472.3,7
27473,26
27475.2,16
27475.3,54
27475.9,19
27476,163
27478.6,9
27484.6,7
27485.1,19
27486.9,27
27488.7,29
27494,8
27494.6,3
27497,96
27497.6,11
27501.9,81
27501.9,39
27504.1,20
27504.7,12
27507.7,27
27510.1,17
27510.2,216
27510.5,3
27513,40
27513.4,3
27515.8,54
27517.8,44
27519.6,44
27520.1,17
27520.3,814
27520.6,18
27523.1,34
27526.7,20
27528.9,29
27532.3,10
27533.2,129
27533.8,14
27538.9,9
27539.4,2
27540.1,23
27542,14
27543.9,31
27545.6,18
27548.9,8
27552.1,45
27554.3,34
27554.8,13
27554.9,7
27555.4,4
27555.6,64
27557.8,49
27560.8,40
27561.1,48
27561.4,11
27562.3,140
27564.4,78
27565,14
27565.1,227
27565.5,35
27566.5,29
27567.4,133
27570.3,7
27573,52
27574.2,21
27574.4,12
27575.6,22
27578,10
27580.4,12
27583.1,11
27583.7,6
27584.4,39
27584.6,35
27586.7,17
27587.4,4
27588.7,19
27588.7,61
27591.1,58
27593.2,22
27593.8,3
27594.3,17
27595.3,13
27596.9,21
27599.2,9
27599.9,56
27602.1,34
27602.6,30
27603.5,71
27605.5,16
27605.9,32
27606.2,6
27610,90
27612.2,45
27612.6,7
27614.2,15
27616.2,3
27616.4,5
27617.8,18
27618.7,70
27622.3,41
27622.3,116
27622.9,14
27623.9,114
27624.3,22
27628.1,28
27628.5,3
27631,41
27631.1,21
27632.6,97
27633,30
27634.1,25
27634.6,29
27634.8,51
27634.8,19
27635,11
27635.2,8
27641.2,53
27643.3,29
27644,5
27644.2,101
27644.7,57
27645.3,16
27646.9,43
27649.8,26
27650.2,48
27650.7,47
27651.4,176
27654.1,18
27656.2,6
27658.1,19
27659.1,12
27660.7,10
27661.4,27
27662.1,56
27662.4,18
27662.9,20
27664.1,26
27673,15
27674.6,26
27675,14
27675.8,19
27676.5,5
27679.4,22
27680.2,54
27683.2,18
27688.3,15
27689,43
27689.6,42
27691.9,13
27694.6,8
27699.1,117
27700.5,15
27705.3,1
27705.5,4
27706.2,54
27708,43
27708.5,20
27712,6
27713,136
27717.9,56
27719.9,47
27720.7,11
27723.7,36
27723.9,89
27727.5,20
27728.8,19
27729.4,5
27729.9,15
27733.8,71
27734.4,20
27736.6,11
27740,25
27742.7,33
27743.3,10
27745.3,8
27747.8,73
27748.2,16
27748.3,39
27748.7,23
27749.2,42
27749.8,16
27751.8,21
27752.8,67
27753.4,18
27753.5,271
27758.7,4
27759.9,18
27762.1,15
27763.7,50
27765.7,20
27768.8,14
27770,28
27770.6,2
27774.2,12
27774.6,7
27777.1,62
27777.1,21
27777.5,16
27778.3,162
27780.7,8
27781,22
27782.5,45
27784.7,21
27784.8,12
27785.3,16
27789,65
27792.6,143
27794,15
27794.6,8
27795.5,5
27796.4,18
27797.6,27
27798.5,12
27800.6,36
27804.1,38
27804.2,31
27806.2,22
27807.1,92
27808.6,22
27809.8,11
27810.7,155
27811.3,14
27813.6,11
27817.3,17
27819,11
27819.5,25
27821.4,65
27821.5,32
27821.9,29
27822.5,28
27825.1,38
27825.5,21
27829.1,26
27829.6,55
27832,92
27832.4,6
27833.8,30
27837.4,48
27838.3,35
27838.9,14
27839.4,3
27839.8,225
27840.3,20
27842.5,16
27843.9,62
27847.8,6
27848.6,106
27849,17
27850.5,56
27850.8,25
27851,9
27851.2,9
27852.5,29
27852.8,28
27853.4,13
27857.9,8
27858.7,358
27859.1,27
27859.3,40
27859.7,4
27863.4,23
27864.9,6
27866.2,85
27866.2,19
27866.7,35
27867.3,14
27867.4,203
27869.4,125
27869.8,9
27871.6,10
27872.2,10
27874.4,22
27875.1,14
27876.7,14
27877.4,39
27878.1,83
27881.9,35
27882.3,26
27883.7,20
27887.5,119
27887.6,13
27890.6,40
27891,16
27895.3,26
27896.2,101
27897.7,16
27899.2,17
27907.8,18
27909.4,23
27911.4,29
27911.6,31
27914.2,35
27916.5,26
27920.3,7
27921.5,2
27922.2,70
27922.8,14
27923.2,25
27928,11
27928.2,52
27931.6,11
27933.7,3
27936.6,9
27937.1,19
27939.1,16
27939.7,29
27939.9,23
27940.2,20
27941.6,22
27943.5,34
27945.4,6
27952.1,48
27952.5,11
27955.5,23
27956,38
27960.7,14
27961.3,5
27964.2,12
27967.6,58
27967.8,21
27968,11
27969.4,22
27971.4,30
27973.2,16
27973.4,9
27976.9,34
27979.7,67
27981.9,14
27983.9,4
27984,114
27984.6,18
27984.8,21
27985.1,10
27986,53
27986.4,111
27990.2,5
27992,31
27992.6,3
27993.5,10
27996.7,13
27996.9,18
27998.5,37
28000.5,25
28000.7,19
28000.8,20
28002.7,10
28005.7,23
28007.4,11
28009.4,12
28011.5,8
28011.9,167
28012.3,17
28012.4,61
28013,24
28013.9,16
28013.9,13
28015.9,23
28017.5,35
28019.3,14
28021.7,22
28022.2,38
28024.6,35
28025.8,51
28026.2,22
28028.8,41
28029.3,14
28029.4,30
28029.6,9
28029.8,31
28031.8,41
28032.3,68
28037.4,13
28041.2,23
28041.5,11
28041.8,9
28041.9,243
28045.1,35
28047.2,19
28047.5,42
28048.1,6
28050.5,9
28053.7,38
28055.8,306
28056.3,36
28056.7,54
28057.3,47
28058.2,12
28058.7,5
28060.6,20
28062.3,14
28066,42
28066.5,88
28067,10
28067.2,9
28068.8,26
28069.4,20
28070.3,41
28073,4
28073.7,21
28073.9,22
28074.2,12
28075.1,55
28076,12
28077.2,29
28079.4,27
28085.6,86
28085.8,15
28086,20
28086.1,22
28087.3,70
28087.6,17
28089.2,53
28089.6,8
28094.8,22
28097.8,7
28097.9,52
28098.5,20
28101.5,108
28102.1,29
28102.6,41
28103,19
28103,4
28103.5,11
28108,113
28108.6,37
28109,2
28111.3,45
28113.7,30
28115.9,13
28116.6,46
28117.5,22
28119.1,4
28121.4,92
28123.8,39
28126.6,4
28127.4,50
28127.5,20
28127.6,17
28127.8,6
28130.3,29
28130.9,15
28131.4,19
28136.3,24
28138.3,8
28139.2,26
28142.8,37
28143.3,14
28146.4,39
28149.7,11
28152.6,21
28153.3,5
28155.1,34
28155.7,18
28156.2,15
28156.4,12
28159.4,43
28159.8,21
28161.4,24
28162.8,23
28168.1,59
28168.5,14
28171.9,83
28172.1,9
28172.3,14
28174.8,113
28175.3,15
28175.5,46
28176.7,30
28178.3,82
28184,11
28184.6,9
28186.9,28
28188.9,46
28189.2,23
28191.2,19
28194.1,27
28196.2,20
28197.8,18
28198.1,4
28199.9,3
28200.6,41
28200.7,31
28201.1,20
28204.3,20
28204.4,13
28205.7,68
28208,34
28208.2,4
28209.5,18
28210.1,25
28216.5,14
28216.5,62
28216.6,31
28216.7,25
28217.2,47
28218.7,12
28219.6,42
28220.2,42
28220.3,22
28223.2,33
28225.4,24
28227.4,5
28228.3,34
28229,21
28229.4,8
28229.9,4
28231.9,17
28233.5,45
28235.5,56
28237.5,10
28240.5,45
28245.1,67
28245.3,21
28245.4,42
28245.5,11
28247.8,52
28248.7,64
28249.1,11
28249.2,8
28254.4,48
28254.9,15
28257,57
28257.8,15
28261.4,6
28261.6,15
28262.6,7
28263.5,57
28263.9,130
28264.4,18
28264.6,66
28272.3,6
28273.3,66
28273.7,12
28274.2,18
28274.4,30
28276.6,18
28277.1,38
28277.3,17
28278,11
28278.3,16
28284.8,24
28285.3,15
28285.8,28
28286.2,5
28286.3,56
28286.9,10
28289,5
28289.9,129
28290.2,12
28290.5,26
28293.4,28
28293.5,13
28295.7,12
28295.9,75
28296.4,162
28297,45
28299.2,17
28302.1,33
28303.3,83
28305.6,14
28305.7,36
28305.9,16
28306.2,8
28307.1,52
28309.3,54
28314.2,30
28314.6,15
28316.2,6
28317.1,5
28317.8,11
28318.1,46
28319,10
28322.4,47
28324.6,62
28324.7,28
28331,5
28331.2,38
28331.7,14
28333.5,27
28335.1,10
28335.5,27
28338.3,31
28341.1,10
28341.2,53
28341.3,55
28343.5,48
28343.6,26
28344.1,17
28346.9,22
28350.5,5
28350.7,9
28351.2,18
28351.4,188
28353.7,72
28354.3,12
28361.4,4
28362.6,21
28364.4,25
28366.2,48
28366.7,100
28367.1,13
28372.4,26
28372.7,80
28373.1,3
28375.3,6
28375.4,67
28376,19
28379.6,21
28382.5,30
28383.2,14
28385.5,223
28386.1,34
28386.5,4
28387.9,100
28388.3,20
28391,32
28391.5,71
28391.9,15
28395,9
28396.2,52
28396.6,10
28398.4,39
28404.9,55
28405.1,27
28405.3,7
28406.9,17
28408.7,34
28409.2,11
28411.6,32
28412.2,28
28413.8,26
28415.8,7
28416.7,33
28417.8,3
28419.8,25
28420.3,31
28420.4,32
28420.8,20
28422.3,50
28423.9,50
28424,45
28424.2,20
28427.5,40
28428,7
28430.5,72
28432.6,56
28432.7,34
28433.2,13
28434.7,11
28436.2,58
28436.3,38
28439.2,42
28442.8,81
28443.4,7
28444.9,35
28446.4,75
28451.4,67
28452.8,19
28453,80
28453.5,20
28456.5,41
28460.3,28
28461.5,18
28462.1,13
28462.2,4
28464.7,16
28464.7,70
28465.1,23
28465.2,34
28465.7,16
28465.8,9
28468.7,20
28471.6,42
28472.3,11
28473.7,21
28474.2,40
28475.2,37
28476.7,6
28477.6,15
28478.6,11
28480.6,91
28481.9,28
28483.4,7
28484.3,91
28484.6,19
28488.3,3
28492.6,25
28493.1,51
28493.5,12
28494,11
28494.6,6
28495.5,8
28497.8,33
28500.7,37
28501.3,32
28505.5,2
28506.5,31
28506.9,2
28509.4,41
28509.5,25
28510.1,26
28510.5,7
28511.4,43
28511.9,105
28513,50
28513.4,4
28519.6,62
28521,9
28521.1,184
28521.7,34
28521.9,33
28523.1,55
28523.9,33
28524.3,7
28525.3,62
28526.7,25
28529.1,31
28533.1,8
28533.8,21
28534,21
28538.9,14
28539.1,16
28539.8,17
28540.5,72
28540.7,55
28543.2,11
28549.4,34
28549.8,1
28551,48
28554.3,48
28554.6,48
28554.8,24
28554.9,13
28557.1,8
28561.1,86
28563.3,43
28565.8,6
28566.5,42
28566.7,20
28567.4,261
28569.8,69
28570.3,6
28572.3,12
28573.4,111
28577.4,10
28578.3,101
28578.9,24
28580.3,9
28581.2,4
28582.2,54
28583.1,18
28583.7,5
28584.6,66
28588.7,91
28594.6,1
28595.1,5
28595.3,20
28597.6,15
28599.2,11
28599.6,43
28602.1,63
28605.2,9
28605.9,41
28607.2,34
28608.2,11
28610.8,29
28611,23
28612.2,76
28612.6,18
28613,26
28616.4,9
28619,5
28620.1,20
28621.1,43
28622.9,29
28623.1,41
28624.7,39
28625.1,4
28627.6,50
28629.1,18
28629.6,50
28631.2,94
28631.8,10
28634.8,84
28634.9,6
28635.2,12
28637.8,13
28640.1,28
28641.9,32
28643.5,62
28644,14
28645,12
28649,11
28650.2,103
28650.6,7
28652.6,9
28653,13
28655.1,79
28656.2,10
28659.1,13
28660.7,12
28660.9,46
28663.1,20
28663.7,9
28664.9,8
28667.4,73
28669,96
28669.4,20
28671,164
28673,18
28673.3,22
28673.8,6
28673.9,8
28675,24
28676.3,47
28681.9,12
28683.9,7
28686.4,85
28686.7,11
28688.3,14
28689.7,23
28690.4,17
28692.7,9
28693.3,13
28697.3,17
28697.9,27
28699.8,55
28699.9,26
28700.3,100
28700.5,30
28702.8,10
28705.5,5
28708,81
28708.1,8
28709,119
28709.2,23
28711.5,10
28713.8,34
28715.5,156
28716.7,53
28718.2,19
28721.5,7
28721.7,14
28723.9,111
28728.8,28
28728.9,91
28729.4,7
28729.9,18
28731.2,41
28731.6,13
28737,13
28737.7,52
28737.8,18
28738.1,8
28740.3,4
28740.8,9
28742.7,61
28743.3,12
28745.1,54
28745.3,7
28747.8,124
28748.2,15
28748.7,31
28754.2,3
28755.1,12
28755.8,18
28756.5,97
28756.7,62
28758.7,10
28759.6,13
28760.3,44
28760.7,8
28762.1,27
28765.4,47
28765.8,3
28767,14
28769.6,7
28770.6,77
28770.8,16
28771,12
28773,9
28774.6,13
28775.5,126
28777.1,100
28777.5,14
28781.8,10
28782.5,61
28785.8,64
28788,52
28788.3,15
28788.4,7
28789.2,145
28789.4,151
28791.9,10
28794.9,28
28797.2,4
28798.5,16
28798.7,26
28800.6,72
28804.6,159
28807.3,17
28809.4,8
28810.6,7
28810.8,16
28811.3,34
28811.5,33
28815.1,41
28817.3,43
28817.5,39
28818,66
28819,16
28820.7,4
28821.2,10
28821.9,50
28823.3,6
28826.2,10
28828.2,19
28829.9,5
28832.4,5
28832.8,25
28833.4,17
28836.4,19
28842.1,17
28842.6,4
28843,49
28845.1,17
28847.8,6
28849.8,10
28851.2,20
28853.3,12
28858.7,4
28859.5,95
28859.9,13
28861,30
28861.7,20
28862.3,8
28862.4,163
28863.4,20
28866.2,120
28868.6,11
28871,4
28872.2,12
28875.1,13
28876.7,28
28877.1,67
28878.2,13
28878.3,180
28879.1,34
28881.1,6
28886,17
28887.6,15
28887.8,23
28888.3,36
28889.8,14
28889.9,13
28890.8,95
28891,23
28894.3,41
28896.5,5
28897.6,26
28897.7,13
28898.5,17
28899.9,9
28901.5,33
28906.6,13
28907.1,44
28907.8,47
28908.2,42
28912.4,11
28913.1,17
28915.3,13
28916.5,30
28916.7,26
28918.9,9
28919.6,51
28920.3,19
28921.5,6
28922.5,23
28923.2,22
28925,106
28926.5,10
28929,23
28931.5,174
28933.7,11
28934.2,14
28935.1,481
28936.6,17
28937.1,34
28938,15
28939.1,41
28942.4,11
28944.9,105
28945.4,10
28948,13
28948.7,47
28950.8,17
28951.4,10
28952.5,19
28953.8,54
28956.3,8
28956.8,10
28961.3,19
28963.9,130
28964.2,22
28966.9,21
28967.6,98
28968,10
28970.2,7
28975.1,11
28975.6,22
28976.2,4
28976.3,70
28976.7,17
28976.9,56
28979.9,117
28980.3,18
28981.9,23
28985.6,7
28986.4,170
28986.8,16
28987.8,31
28989,7
28990.6,49
28992.6,4
28992.8,16
28993,217
28993.5,20
28995.7,7
28996.9,27
28999.2,19
29001.8,110
29002.2,15
29004.4,5
29005,5
29005.7,34
29005.9,31
29007.4,21
29008.7,46
29009.4,25
29011.7,6
29011.9,322
29012.3,31
29014.7,23
29016.6,18
29016.7,9
29018.3,11
29020.5,15
29020.6,236
29021.7,26
29024.8,58
29024.8,13
29025.4,5
29026.2,49
29031,4
29031.1,26
29031.7,7
29032.6,12
29033.5,40
29035.5,16
29037.1,21
29037.8,64
29040.5,10
29044.2,16
29045.9,11
29047.2,37
29048.3,16
29049.4,19
29049.8,4
29050.5,15
29052.4,26
29053.9,87
29056,25
29056.7,97
29058.1,22
29059,60
29061,30
29061.4,6
29064.6,30
29065.8,15
29066,50
29066.7,261
29067.2,15
29069.6,9
29074.7,8
29075.9,20
29076,20
29076.2,22
29076.9,27
29078.3,9
29079.4,30
29080.3,15
29082.7,46
29084.8,20
29086,40
29086.9,9
29088.1,26
29094.2,15
29094.8,23
29095,41
29097.1,20
29097.8,8
29103.8,25
29105.7,14
29105.8,14
29109.4,19
29110.3,55
29113.9,83
29114.5,10
29115.9,14
29117.4,18
29120.1,3
29122.6,20
29123.8,53
29124.6,25
29126.4,13
29126.6,4
29126.8,7
29127.5,48
29127.6,26
29132.7,25
29134.7,30
29135.1,11
29136.3,27
29138.3,6
29138.5,27
29139.2,53
29142.3,17
29143,80
29145.2,15
29149.7,19
29150.1,18
29150.7,4
29152.6,30
29153.7,33
29154,16
29155.1,53
29155.7,11
29156.4,17
29161.8,41
29163.5,14
29164,23
29164.6,10
29164.7,82
29166.2,30
29166.6,8
29167.4,8
29168.3,137
29168.5,27
29171.8,41
29171.9,118
29172.3,20
29174.8,212
29174.9,21
29179,38
29184,19
29185,30
29185.4,3
29190.6,17
29194.9,8
29195.5,4
29196.2,33
29197.8,20
29200.1,19
29200.7,33
29203.8,43
29206.5,19
29208.8,12
29209,270
29209.5,23
29210.1,27
29211.5,27
29215.5,11
29216.6,57
29216.7,40
29218.9,28
29220.4,11
29221,12
29221.9,43
29225.4,27
29227.4,8
29228.3,43
29230.4,19
29232.6,18
29232.7,18
29234.3,10
29239.2,24
29239.8,4
29239.9,28
29240.3,18
29240.5,53
29240.8,26
29242.8,24
29244.4,36
29245.1,140
29245.5,19
29248.6,17
29251.5,10
29253.1,31
29253.7,7
29253.8,98
29254.4,71
29255.3,18
29258.7,47
29261.6,12
29262.2,3
29263.9,276
29264.3,11
29265.3,45
29265.8,5
29268.7,11
29269.1,9
29269.9,118
29270.3,13
29272.3,8
29274.1,24
29274.4,48
29274.5,3
29277,34
29277.4,13
29280.6,28
29280.8,17
29281,9
29284.2,54
29284.6,3
29285.3,27
29285.6,9
29285.8,39
29286.2,8
29287.5,25
29289.2,11
29292.2,23
29292.9,33
29294.2,5
29295.7,19
29295.8,24
29296.7,21
29297.8,13
29298.7,47
29299.2,32
29302.3,69
29302.9,14
29304.1,22
29308.9,13
29310.1,14
29311,54
29313,23
29313.1,17
29314.2,71
29314.6,22
29316.6,19
29317.1,3
29321.7,21
29321.8,14
29325.4,24
29325.5,7
29329,23
29329.9,25
29331,6
29331.4,100
29331.9,36
29335.5,38
29340.6,7
29342.1,34
29342.4,13
29342.8,13
29343.5,53
29343.6,39
29344.1,20
29344.4,24
29350.7,21
29351.3,5
29352.2,42
29354.3,23
29354.5,20
29355,14
29357.8,9
29358.3,17
29359,130
29361.2,19
29361.4,4
29363.3,21
29366.7,7
29369.7,28
29369.9,16
29372.4,18
29373.4,43
29373.5,19
29375.3,5
29382.2,28
29382.6,10
29382.6,5
29383.3,8
29386.9,13
29387.8,59
29387.9,153
29388.3,28
29398.8,63
29399.4,15
29399.5,220
29401,63
29405.1,42
29411.5,16
29412.2,45
29413.8,36
29414.8,22
29415.8,15
29416.7,66
29418.2,16
29419.8,32
29423.1,12
29427.6,30
29428.2,13
29428.7,17
29430.7,9
29431.3,20
29431.5,15
29432.6,69
29432.7,43
29433.2,23
29437,19
29440.6,14
29443.4,21
29443.6,17
29443.7,30
29444.1,11
29444.9,66
29447.1,40
29450.1,33
29452.4,22
29455.8,5
29456.3,5
29456.5,92
29456.7,147
29458.7,15
