loss,count
17582.4,402
17582.6,433
17585.1,30
17588,76
17588.1,75
17588.6,42
17591.9,37
17593.1,80
17593.7,12
17593.8,224
17596.8,58
17604,49
17604.7,103
17605.8,46
17608.3,80
17610.7,74
17612.2,36
17614.4,36
17615.6,105
17615.9,105
17616.5,21
17617.7,42
17622.2,109
17623.1,17
17624.6,92
17625.1,11
17625.6,21
17626.6,49
17627.8,132
17632.9,84
17635.3,33
17635.8,7
17636.2,114
17636.7,68
17637.9,22
17641.1,176
17643.5,141
17644.4,44
17646.5,31
17650.1,155
17650.1,38
17652.7,210
17653.1,32
17654.2,67
17656.6,49
17658.3,39
17661.8,39
17662,146
17665.4,33
17667,44
17669.4,38
17669.9,47
17671.4,22
17671.5,521
17672.3,81
17677.1,115
17677.7,48
17680.1,204
17681,52
17684,262
17684.2,66
17685.9,58
17690.8,45
17690.9,32
17693.1,23
17694.9,54
17698.1,68
17699,277
17701,101
17701.4,86
17705,159
17705.6,20
17706.8,48
17709.7,84
17709.9,52
17709.9,121
17711.9,16
17713.5,48
17714.7,20
17715.7,42
17716.9,168
17718.2,362
17722.2,41
17723.8,69
17725.8,75
17726.9,46
17727.4,57
17728.3,1552
17730.3,90
17732.3,97
17735.6,19
17741.2,43
17745.7,61
17746.2,128
17748.1,15
17750,20
17751.7,26
17754.5,41
17760.1,64
17763.4,17
17763.6,110
17768.8,59
17769.4,17
17770.1,135
17770.3,221
17773.1,341
17773.5,39
17775.1,36
17780,31
17781,58
17782.2,23
17783.6,64
17786,17
17790.1,81
17792.4,37
17795.4,11
17799.1,89
17800.6,67
17801,19
17802.6,53
17804,96
17804.9,29
17807.9,54
17811.5,28
17812.7,109
17813.5,16
17814.2,21
17814.9,71
17816.5,80
17818,142
17819.4,88
17824.2,6
17824.3,92
17824.9,30
17825.4,12
17825.8,32
17826.7,104
17830.3,67
17831.9,147
17832.3,26
17839.1,36
17840.4,110
17840.6,126
17840.8,32
17841.5,39
17842.6,46
17843,12
17843.8,170
17847.1,170
17849.2,70
17851.3,49
17852.2,173
17852.7,81
17853.3,26
17857.8,39
17859.2,166
17859.4,331
17859.9,801
17860.4,58
17866.1,39
17869.1,21
17869.4,57
17869.7,28
17870.1,80
17872.1,42
17872.6,61
17874.3,47
17879.2,89
17880.3,52
17881.3,45
17881.8,92
17884.5,9
17887.4,23
17888.2,98
17891,24
17891.2,27
17891.9,318
17893.1,124
17895.2,57
17897,53
17897.6,49
17902.6,17
17905.3,212
17907.1,154
17909.1,22
17910.6,59
17913.3,3
17914.1,93
17914.2,87
17914.5,16
17917,150
17920,18
17920.7,101
17920.8,92
17921,190
17925.9,59
17927.9,58
17929.5,84
17931.7,71
17932.9,204
17935.5,35
17936.2,219
17936.7,107
17941.8,95
17942.4,19
17942.9,49
17946.7,40
17948.3,123
17948.9,47
17955,111
17957.2,62
17957.8,18
17959.8,17
17961.5,425
17961.7,81
17962.2,192
17965.1,352
17965.5,48
17967.9,29
17970.9,128
17973.7,21
17978,51
17978.6,7
17981,465
17986.3,326
17988.7,27
17991,58
17993.3,33
17997,90
17999.7,47
18002,27
18002.6,21
18003.3,80
18009.8,152
18009.9,108
18012.1,77
18012.2,65
18014.2,38
18015.1,114
18015.8,53
18018.6,77
18027.5,25
18028.7,122
18029.2,27
18033.1,52
18033.5,30
18037.6,102
18038.8,473
18041.8,43
18044.7,16
18046.3,69
18046.9,14
18047.4,11
18047.6,223
18047.8,409
18048.3,31
18051.9,89
18054.8,42
18056.6,179
18057,22
18057.5,35
18058.5,99
18059,9
18060.5,52
18060.6,16
18063.1,249
18063.5,29
18066.7,599
18067.1,49
18067.3,52
18067.6,142
18067.7,8
18068.7,48
18070.7,51
18072.9,9
18075.4,364
18077.4,170
18077.8,16
18079,103
18079.4,11
18079.6,23
18082.4,35
18085.4,73
18086.1,105
18089,44
18089.5,20
18089.9,42
18091.7,26
18092.4,86
18095.5,209
18097.3,60
18102.9,10
18103.3,44
18104.2,123
18104.9,63
18107.2,36
18107.4,191
18107.9,387
18108.5,89
18117.4,47
18119.4,35
18121.3,250
18122.2,65
18124.2,7
18124.6,269
18125.1,139
18130.2,107
18130.8,15
18133.8,25
18136,12
18136.2,74
18136.7,138
18136.8,114
18137.3,35
18143.9,45
18145.4,94
18147.7,50
18148.2,20
18149.6,43
18151.5,45
18152.2,305
18152.7,127
18157.8,70
18159.3,172
18162.7,54
18168.5,20
18168.7,23
18169.4,711
18175.8,29
18178.2,251
18178.6,27
18181.1,472
18181.4,10
18181.5,69
18192,222
18192.6,33
18193.1,22
18194,58
18197,628
18197.6,95
18198.3,116
18204.7,21
18206.5,38
18207,86
18208.5,43
18213,67
18214.2,161
18221.9,30
18221.9,5
18223.1,90
18223.9,34
18225.8,178
18225.9,124
18226.4,53
18227.3,20
18230.2,41
18233.8,29
18236.8,46
18237.3,27
18237.4,47
18237.8,56
18238.1,176
18240.3,119
18245.4,26
18249,27
18249.5,9
18249.9,349
18251.9,43
18255.5,89
18256.1,6
18259.1,55
18261.7,50
18263.8,587
18264.3,38
18266.2,18
18266.7,18
18267.4,138
18267.8,50
18269.9,24
18270.8,69
18274.5,139
18275,12
18276.8,34
18278.3,76
18278.6,18
18281.7,31
18282.2,19
18283.1,74
18285.2,37
18286.7,71
18288.7,30
18291.7,74
18293.3,51
18293.4,51
18293.8,25
18295.3,111
18295.6,37
18297.2,108
18297.6,12
18303.5,169
18304.1,18
18305.9,70
18306.5,23
18310.6,54
18311,41
18311,11
18311.5,13
18312.2,98
18314.2,53
18316,199
18316.6,49
18317,4
18319.3,42
18322.2,27
18322.9,28
18324.6,74
18327.1,12
18327.2,104
18329.4,126
18332.3,61
18335.4,20
18335.4,61
18335.8,14
18338.1,28
18340.6,360
18341,40
18341.1,162
18348.2,71
18350.8,50
18351.3,31
18356.5,194
18359,25
18359.9,65
18361.3,13
18361.4,155
18362,45
18364.2,27
18367,31
18367.4,83
18369.4,36
18370.8,34
18371.5,580
18372.1,98
18372.6,179
18380.1,14
18380.8,87
18383.5,69
18384.7,36
18385.4,965
18386,103
18386.3,108
18388.3,13
18394.9,41
18396.9,62
18401.4,89
18406.1,4
18406.8,39
18408.6,51
18409.1,20
18412.3,46
18412.4,20
18412.6,10
18413.5,97
18413.7,94
18414.3,179
18416.2,14
18416.3,148
18417.4,74
18424.5,10
18424.5,63
18425.2,90
18428.1,23
18428.3,30
18430.2,222
18431.2,46
18437.9,12
18439.9,41
18445.5,8
18446.2,45
18453.3,36
18453.4,62
18454.1,273
18456.7,81
18457.1,9
18457.2,38
18461.7,231
18465,120
18467,13
18469.4,15
18470.6,19
18471.5,87
18472.6,87
18475.1,78
18477.1,25
18482.2,30
18483.8,63
18485.3,25
18485.9,21
18486,14
18486.7,118
18490.5,83
18492.8,33
18494.3,76
18494.9,24
18498.2,24
18500.6,153
18501.4,41
18501.5,24
18502.2,560
18502.6,116
18504.4,274
18504.7,41
18505,45
18511.3,191
18513.6,26
18513.7,63
18514.2,6
18515.1,86
18519.5,212
18524.2,12
18525.8,26
18527,13
18530.2,54
18530.4,95
18532.6,84
18534,32
18539.2,48
18539.7,39
18540.4,216
18542.7,33
18543.1,12
18546.3,38
18547.4,25
18548.3,78
18549.2,93
18549.3,78
18552.8,58
18555.8,127
18556.1,19
18558.5,20
18559.2,36
18559.4,275
18564.2,90
18566.2,44
18569.2,67
18570.6,27
18572.2,18
18574.7,146
18575,28
18575.1,15
18575.9,663
18580.7,87
18581.1,11
18583.4,102
18584,20
18588.1,126
18591.2,21
18591.9,69
18593.5,364
18594.1,72
18594.5,9
18599,47
18599.5,98
18599.9,22
18600.6,46
18601,9
18604.2,86
18604.6,15
18604.7,168
18605.8,79
18610.7,140
18612.9,26
18612.9,78
18613.3,10
18614.9,22
18616.5,38
18616.7,35
18619.6,45
18623.1,28
18624.6,165
18626.1,60
18628.3,33
18628.4,24
18628.8,31
18629.5,134
18632.2,17
18635.3,47
18635.5,59
18636,9
18636.2,200
18638.5,91
18644.3,51
18644.9,157
18647.2,57
18650.1,306
18654.4,100
18659.4,91
18661,113
18661.3,24
18670.2,18
18672.7,89
18672.7,19
18673.1,21
18673.2,41
18673.7,25
18673.8,22
18676.7,13
18680.3,21
18681,71
18683.2,60
18686.6,34
18688.6,131
18689.9,45
18690.1,11
18691,151
18692.6,20
18693.1,48
18694.9,100
18699.8,88
18701.8,27
18702,19
18702.6,13
18702.7,136
18705.6,27
18705.8,39
18708.7,77
18709.9,248
18712.3,69
18717.4,47
18717.5,39
18718.1,41
18718.2,719
18718.5,18
18718.6,153
18721,74
18721.4,19
18727.6,99
18729.1,347
18729.7,44
18731.1,27
18731.1,86
18734.7,52
18741.2,71
18741.8,32
18746.9,9
18748.1,41
18748.5,94
18750,55
18759,61
18760.2,143
18762.3,62
18762.8,21
18762.9,14
18763.4,31
18768.8,83
18769.1,112
18769.4,29
18770.3,363
18770.9,37
18774.5,75
18775.4,406
18777.8,105
18778.3,13
18780.3,17
18781,114
18782.2,61
18786,25
18788.3,14
18789,64
18791.1,34
18791.7,4
18792.6,112
18796.7,116
18799.1,156
18803.3,26
18804.5,567
18807.2,32
18807.9,97
18810.1,91
18811.5,42
18813.9,50
18818.8,45
18820.2,44
18820.2,101
18820.6,13
18824.4,12
18825.8,52
18826.7,172
18828.1,20
18830.3,92
18830.9,34
18832.7,52
18833.1,9
18833.3,173
18835.6,78
18835.8,18
18836.3,41
18837.6,82
18839.1,44
18840.6,238
18842.8,123
18843.2,15
18848.1,58
18849.3,166
18849.7,20
18851.3,71
18851.5,91
18852,19
18852.2,248
18857,9
18858.2,146
18858.6,8
18859.4,540
18860,55
18863.1,127
18864.2,15
18865.1,18
18867.1,24
18868.7,29
18869.4,73
18870.1,129
18872.9,10
18875.4,111
18877,160
18877.4,21
18878.1,83
18881,22
18881.1,18
18883,31
18888.2,182
18891.2,31
18894.2,83
18896.3,32
18897,94
18898.4,17
18901.3,18
18904.9,25
18905.9,40
18907,231
18907.9,58
18908.5,31
18909.9,7
18913.5,11
18916,130
18917.2,28
18917.8,35
18920,20
18921.8,52
18923.5,181
18924.7,98
18925.4,37
18927.9,123
18928.3,93
18931.9,166
18936.8,59
18936.9,130
18937.4,16
18937.9,28
18945.7,49
18946.1,13
18949.7,12
18950.7,73
18951.3,13
18953.3,23
18954.2,11
18955.8,203
18956.2,28
18956.7,49
18957.2,91
18957.8,37
18959.8,25
18964.5,122
18965.9,86
18966.7,12
18967.9,26
18968.3,76
18968.7,14
18970.1,24
18973.7,44
18975,27
18978.6,11
18978.8,14
18982.6,20
18983.3,80
18985.1,164
18985.5,25
18986.3,554
18990.5,99
18993.8,124
18994,24
18996.3,18
18997,138
18997.2,232
19002,35
19006.5,24
19008.6,141
19012.2,97
19012.6,234
19014.2,55
19015.1,182
19019.3,44
19023.1,49
19023.8,171
19025.3,30
19026,96
19027,30
19027.5,55
19029.9,69
19033.5,44
19037.7,223
19040.4,9
19041.8,70
19044.4,25
19046.3,131
19046.9,25
19047.8,891
19048.4,60
19051.8,25
19055.6,16
19055.8,9
19056.6,316
19057,34
19057.8,16
19058.5,172
19059.2,21
19061.3,16
19067.3,117
19067.5,144
19067.7,9
19067.9,14
19069.5,22
19070.4,237
19071.4,39
19074,194
19074.2,206
19074.4,24
19075.4,722
19079.6,35
19080.2,19
19083.1,39
19084.7,25
19085.4,123
19086.1,174
19086.3,307
19088.3,38
19089.9,83
19095.6,21
19096.3,54
19099,53
19099.9,36
19102.3,45
19103.3,63
19104.2,261
19105.6,42
19105.7,21
19107.2,46
19109.3,32
19112.2,43
19113.8,45
19115.1,82
19115.8,75
19116.2,56
19119.4,78
19121.1,13
19124.5,55
19126.9,19
19128.1,46
19128.3,32
19129.5,13
19131.2,44
19134.5,10
19136,26
19137,12
19138.1,11
19139.5,280
19141.7,16
19144.6,34
19144.7,15
19145.1,59
19147.1,62
19147.7,83
19148.2,38
19150.4,12
19152.9,169
19153.4,18
19153.6,79
19156.7,91
19156.9,29
19158.6,24
19160.5,32
19163.1,238
19168.7,51
19169.3,18
19171.7,109
19172.2,35
19175.6,140
19175.8,46
19176,20
19181.9,118
19182.4,21
19182.5,20
19184.3,104
19184.7,13
19184.9,98
19189.9,18
19192,402
19192.6,68
19194.4,247
19194.8,13
19198.4,30
19200.6,12
19201,390
19201.3,42
19201.5,31
19204.9,48
19208.5,69
19209.8,164
19210.2,20
19213.7,50
19213.8,28
19215.4,31
19217.4,42
19219.9,552
19220.3,38
19221.9,56
19223.9,51
19227.2,10
19227.3,38
19228.6,350
19229.7,54
19230.2,80
19232.8,24
19234,73
19234.2,65
19236.8,101
19237.3,27
19237.8,67
19239.1,51
19239.7,22
19239.8,191
19245.4,50
19245.8,86
19249.9,649
19255.2,48
19256.1,11
19256.3,20
19258.5,29
19260.4,36
19261.7,77
19261.9,105
19262.8,27
19263.8,1080
19264.7,155
19266.7,17
19271.6,27
19272.6,47
19273.8,26
19274,83
19274.5,248
19274.7,476
19275.2,29
19277.6,12
19278.3,103
19281.7,42
19283.9,14
19284,26
19285.2,64
19287.4,42
19290.4,29
19290.7,43
19294,54
19295.6,48
19296.1,25
19302.6,55
19302.8,44
19304.3,24
19305.8,11
19305.9,131
19306.5,38
19311,52
19315.9,42
19316.5,69
19317,5
19317.4,20
19318.3,79
19319.3,68
19321.9,30
19323.1,77
19323.9,16
19325.4,20
19331.8,90
19333.1,23
19334.6,4
19335.4,88
19335.5,65
19335.6,46
19335.8,11
19344.3,41
19346.3,18
19347.2,60
19350.8,93
19351,146
19351.5,297
19351.9,35
19357.7,25
19360.6,35
19360.7,16
19361.3,24
19361.7,41
19363.1,79
19363.7,35
19364.2,47
19364.4,23
19367.4,135
19369.8,63
19370.8,53
19372.7,138
19372.9,23
19373.4,73
19376.3,90
19376.5,41
19379.8,59
19379.9,219
19380.3,19
19382.8,356
19383.5,139
19384.7,69
19386.8,34
19389.7,55
19391.7,58
19392,23
19392.2,89
19396.9,109
19398.6,24
19402.2,22
19404.2,37
19405.6,59
19405.8,40
19406.1,9
19408.6,81
19408.7,62
19412.3,68
19412.4,47
19414.5,30
19417,531
19417.5,52
19418.1,48
19419.5,22
19421,53
19421.1,34
19424.5,112
19424.6,97
19424.7,58
19425.2,125
19428.3,55
19431.2,87
19433.4,49
19435.4,14
19436.3,70
19438.4,38
19439.9,85
19446.6,56
19448.5,94
19448.8,40
19450,96
19453.1,217
19453.3,47
19453.5,18
19456.7,141
19457.1,26
19459.5,10
19461.8,136
19462.4,139
19462.5,60
19465,163
19465.4,107
19469.6,34
19470.2,6
19471.9,447
19472.3,15
19472.6,163
19477.9,160
19478.3,24
19478.8,30
19480.3,7
19482.4,80
19488.6,38
19489,6
19491.3,21
19493.3,53
19493.6,9
19493.8,63
19494.2,12
19494.3,157
19494.9,45
19501.4,49
19501.5,43
19503.7,33
19503.8,28
19505.8,15
19506.7,68
19507.2,54
19511.5,118
19512.1,44
19513.7,73
19518.6,50
19520.3,59
19522.2,109
19522.6,31
19524.2,18
19524.6,30
19525.1,11
19530.4,177
19533.4,20
19537.9,48
19539,7
19539.1,118
19539.2,102
19539.4,143
19543.5,60
19548.6,10
19549.1,21
19549.3,154
19550.1,44
19551.3,160
19551.5,110
19551.6,70
19552.1,23
19555.1,22
19558.7,36
19559.2,54
19559.3,9
19560.2,79
19562.3,26
19566.7,81
19567,149
19567.9,50
19569.4,13
19570.6,78
19577.7,55
19580.1,54
19580.4,34
19580.6,136
19581.1,18
19581.5,29
19583.3,17
19583.4,189
19584,36
19588.9,37
19594.5,7
19594.9,23
19595.8,74
19595.9,303
19596.3,36
19599,68
19599.5,173
19599.9,28
19607.5,348
19607.7,66
19609.5,37
19611.5,41
19612.9,116
19613.1,83
19613.3,21
19616.7,61
19619.6,87
19620.2,50
19621.8,58
19623.8,21
19624.7,92
19625.4,46
19627.8,45
19628.3,53
19628.4,63
19635.5,110
19637,62
19639.3,24
19640.6,126
19640.7,81
19641.2,31
19644.3,73
19647.2,127
19648.6,20
19649.3,69
19650.9,70
19651.4,27
19652.9,91
19653.8,127
19655.8,121
19658.1,50
19659.4,141
19661,249
19664.5,131
19666.7,26
19668.3,68
19669.5,32
19669.7,158
19670.2,15
19672.7,202
19673.1,36
19677.4,8
19681.7,34
19682.2,73
19683.6,88
19684.7,15
19685.6,35
19688.6,228
19689.9,50
19693.4,8
19693.6,151
19696.3,15
19698.6,48
19703.5,25
19705.8,96
19706.5,31
19708.7,122
19709.3,53
19713.5,9
19713.6,95
19714.7,54
19717.4,97
19717.5,60
19718.9,6
19721.8,32
19722.2,3
19725.4,20
19727.5,170
19728.4,25
19729,22
19729.1,595
19729.7,75
19731.9,52
19732.3,13
19737,21
19737.7,25
19738.4,66
19740.6,53
19741.1,7
19741.5,189
19742,69
19743.5,32
19747.1,31
19747.7,4
19748.5,158
19748.9,15
19755.4,217
19755.8,25
19757.4,78
19757.8,10
19759,103
19759.4,30
19766.1,65
19766.5,7
19767.3,205
19769.9,26
19770.2,10
19771.1,106
19771.3,111
19773.8,5
19774.7,36
19776.2,97
19776.8,13
19777.8,177
19780.3,21
19782.7,110
19783.3,32
19785.4,14
19786.3,315
19786.9,64
19788.3,29
19788.7,64
19789.2,8
19795.6,44
19796.1,86
19797.5,39
19799.9,35
19802.6,4
19803.1,12
19803.8,49
19807.6,109
19810.9,37
19814.5,16
19815.2,74
19815.4,568
19816.2,62
19818.8,77
19821,65
19827,18
19827.4,6
19827.5,42
19828.1,47
19829.1,109
19831.1,90
19832.6,26
19832.7,84
19833.1,13
19835.6,121
19837.6,117
19839.8,30
19842.9,18
19844.2,157
19844.3,86
19845.8,28
19846.5,62
19848.1,83
19851.5,180
19853,79
19857,20
19858.6,10
19859,36
19860.2,120
19861,16
19863.1,195
19867.9,7
19868.9,154
19871.7,6
19871.8,159
19872.4,43
19872.9,21
19875.4,264
19877,296
19877.4,31
19881.8,11
19884.3,79
19886.3,98
19889,52
19891.9,12
19897.7,52
19898.4,17
19900.7,17
19901.3,28
19901.5,63
19905.1,53
19905.3,42
19905.9,67
19907.9,89
19912.2,19
19913.4,111
19916.1,12
19916.8,33
19917,309
19917.2,56
19919.5,28
19921.8,74
19922.8,37
19923.5,358
19924.7,155
19926.1,21
19926.8,75
19929.5,9
19935.6,74
19936.9,244
19945,37
19945.7,114
19945.8,89
19946.1,22
19948.3,16
19948.8,22
19956.6,59
19957,7
19957.5,12
19958.6,11
19962.2,15
19963.1,44
19964.5,261
19967.6,35
19968.3,108
19968.7,27
19970.6,86
19970.9,6
19973.4,113
19973.8,23
19975,41
19975.4,141
19977.4,15
19977.6,6
19978.3,53
19978.8,28
19981,28
19984,57
19985.9,59
19986.3,8
19987.1,135
19989.8,18
19992.2,68
19993.8,200
19994.2,59
19996,131
19996.3,36
19996.4,22
19997.2,462
20002.5,130
20002.9,103
20004.7,109
20005.2,18
20005.3,26
20006.7,38
20012.6,528
20013,22
20015.4,30
20015.8,5
20015.9,50
20017.4,19
20018.6,9
20019.5,115
20023.1,87
20025.5,83
20026,161
20026.1,15
20031.3,17
20031.4,747
20032,115
20034.2,33
20034.3,17
20036.2,25
20037.9,24
20040.8,56
20040.9,43
20044.4,32
20047.4,70
20047.7,7
20048.6,187
20050.1,36
20051,116
20057.8,17
20059.7,83
20060.2,192
20060.3,137
20060.8,45
20061.3,18
20066.7,9
20067.5,237
20067.9,30
20070.4,486
20075,47
20076.2,180
20079,9
20083.9,11
20085.1,177
20086.3,617
20091.5,15
20092.2,32
20094,22
20095.8,44
20096.3,72
20102.3,70
20104.5,18
20104.9,8
20105,57
20105.6,52
20105.7,39
20106.5,19
20107.9,33
20111.2,32
20115.1,191
20116.2,70
20116.6,20
20117.5,82
20120.4,15
20121.1,100
20123.1,26
20123.3,26
20126.9,42
20127.1,49
20128.2,25
20132,11
20133,417
20134.5,25
20136.5,68
20137,37
20138.8,33
20139.5,498
20145.4,6
20145.9,17
20150.4,213
20150.4,19
20151,51
20152.9,335
20156,45
20156.7,146
20161.8,121
20163.8,131
20164.3,15
20164.8,30
20173,8
20178.2,15
20182.6,71
20183.1,22
20183.6,37
20184.2,18
20184.3,213
20184.7,30
20185.7,22
20190.9,184
20193.4,16
20193.6,13
20194.3,63
20194.8,43
20195.2,84
20195.8,62
20197,26
20200.3,36
20200.8,11
20201,759
20203.8,46
20209.8,296
20210.2,34
20210.2,80
20212.2,32
20212.4,26
20213,12
20213.9,102
20214.5,13
20220.7,130
20221.1,11
20222.7,14
20222.7,50
20224.6,29
20224.7,25
20226.3,25
20228.6,711
20232.8,38
20233.4,21
20235,18
20239.1,123
20239.5,313
20239.7,20
20240.1,64
20240.6,25
20241.5,159
20245.1,62
20245.8,170
20248.1,125
20250.6,8
20250.7,147
20251.8,79
20252.2,38
20253.9,34
20256.3,28
20258.9,23
20260.4,50
20261.9,183
20262.5,22
20264.6,242
20266.1,39
20267,168
20269,67
20269.4,62
20269.4,12
20270.6,121
20272.6,51
20273.8,29
20274.7,893
20274.8,30
20277.6,19
20279.9,5
20280.6,29
20281.3,50
20282.7,14
20283.9,38
20284.2,61
20284.9,86
20290.7,82
20292.9,48
20294.9,13
20296.1,304
20299.4,59
20303,130
20303.6,12
20311.8,14
20311.8,59
20313.7,29
20313.8,21
20317.4,31
20318.3,105
20319.7,22
20321.9,49
20322.5,29
20324.7,4
20324.9,101
20325.4,46
20327.2,53
20329.2,49
20332.6,27
20334.8,8
20339.1,49
20340.9,84
20342.7,69
20343.1,18
20343.1,50
20348,18
20348.6,4
20351,252
20351.6,29
20358.1,58
20358.7,19
20361.4,16
20361.7,69
20364.5,10
20367,70
20367.4,7
20369,7
20369.7,23
20369.8,101
20371.5,26
20372,86
20372.6,22
20372.7,166
20374.6,12
20379.8,89
20380.7,49
20382.9,35
20383.6,97
20387.2,55
20392.9,14
20393.4,12
20398.6,124
20400.6,47
20402.9,19
20408.8,13
20409.4,30
20409.5,22
20411.8,90
20414.5,42
20415.1,100
20416.3,47
20416.8,26
20417,1032
20419.5,64
20427.9,447
20428.2,45
20428.4,27
20428.5,65
20429,37
20429.9,134
20432,26
20437.1,22
20437.7,9
20438.4,41
20438.6,86
20440.6,45
20440.7,25
20442.3,44
20445.1,135
20447.2,48
20447.8,19
20448.3,24
20448.8,51
20449.3,29
20456.1,72
20456.6,45
20457.5,36
20459,124
20459.5,17
20459.9,44
20461.1,71
20461.7,21
20461.8,226
20463.2,35
20466.6,16
20469.7,50
20470.2,8
20470.4,10
20472.3,47
20472.7,118
20473.3,117
20476.3,89
20477.1,15
20477.9,249
20478.3,42
20482.1,52
20482.5,4
20485,95
20485.4,24
20488.6,97
20488.8,129
20489,15
20489.2,20
20493.6,34
20500.2,68
20500.9,126
20502.2,34
20503.8,46
20504.2,118
20504.7,61
20505.8,35
20506.7,115
20510.9,20
20512.1,53
20514.5,23
20514.7,14
20515.4,75
20516.9,21
20517.6,57
20518.1,37
20519,137
20524.6,60
20527,25
20529.3,107
20529.7,40
20529.8,23
20533.4,34
20533.5,30
20534.2,157
20537.9,55
20539.4,292
20540,23
20548.1,187
20548.6,22
20550.1,90
20550.8,15
20552.9,13
20555.8,16
20558.8,61
20559.3,8
20559.5,13
20560.2,126
20562,101
20562.5,67
20563,19
20566,18
20567,312
20571.3,39
20571.7,22
20574.7,22
20577.7,90
20577.9,55
20577.9,135
20579.9,17
20581.5,51
20590.6,16
20591.3,24
20594.9,33
20595.8,132
20596.7,66
20597.2,21
20597.3,12
20603.2,87
20603.8,34
20606.7,62
20606.8,244
20607.4,34
20607.5,674
20612.7,14
20616.1,24
20616.6,43
20619.7,21
20620.4,25
20622.8,39
20625.5,24
20626.1,5
20628.6,20
20631.1,172
20631.5,30
20635.6,74
20636.2,16
20636.7,38
20638.7,28
20639.3,35
20642,12
20644.5,87
20644.9,16
20645,38
20648,29
20648.3,49
20648.5,14
20648.6,28
20651.6,53
20652.1,14
20654.6,88
20658.1,74
20660.2,40
20660.4,44
20661.1,214
20663.8,24
20664.7,121
20664.7,413
20665.3,45
20666.7,43
20667.1,73
20667.6,20
20670.9,10
20673.5,59
20675.4,94
20675.9,72
20676.5,45
20677.4,18
20677.6,12
20680.4,18
20681.5,17
20683.6,170
20686,140
20686.4,12
20689.3,165
20692.2,8
20692.3,116
20692.6,153
20692.9,18
20693.1,63
20693.4,13
20693.8,676
20696.5,28
20701.8,14
20704.5,148
20704.8,64
20705.2,27
20705.3,24
20706.5,80
20709.5,29
20711.9,27
20717.4,22
20718.2,48
20718.9,16
20720.2,42
20720.2,159
20720.7,69
20721.3,18
20721.8,37
20722.2,5
20722.6,179
20725.6,26
20725.8,32
20728.4,55
20730.7,30
20731.4,93
20734.1,44
20737,29
20737.4,42
20737.7,30
20740.6,81
20741.5,274
20747.7,6
20747.9,10
20749.3,40
20749.5,33
20750.1,15
20750.2,177
20754.4,17
20755.4,419
20755.8,33
20765.6,70
20766.1,120
20766.3,276
20766.5,19
20766.7,24
20769.9,54
20775.5,17
20776.2,163
20776.8,28
20778.6,45
20779,30
20782,22
20782.2,91
20785.6,30
20787.7,18
20788.7,134
20790.6,29
20791.1,44
20793.9,77
20794.2,27
20794.4,20
20795.6,82
20797.5,81
20804.5,29
20806.1,89
20806.5,26
20808.1,40
20810.9,39
20814.7,37
20817,20
20819.9,21
20823.4,43
20827.1,39
20827.2,29
20827.4,7
20835.8,30
20835.9,22
20836.4,34
20837.9,9
20838.8,41
20840,80
20843.5,31
20846,51
20846.5,103
20846.6,9
20852.2,27
20854.7,45
20856,14
20856.7,29
20859,73
20859.7,57
20861.4,30
20864.3,62
20864.7,10
20867.9,43
20867.9,12
20868.1,31
20871.5,91
20871.9,20
20874.4,141
20874.8,24
20876.2,56
20879.8,98
20880.2,63
20880.7,143
20881.3,24
20881.8,11
20883.1,126
20883.3,26
20883.6,18
20883.8,60
20886.3,162
20890.2,10
20891.4,32
20893.6,29
20895.2,67
20895.8,16
20897.2,32
20900.3,30
20901.5,111
20902.1,12
20904.5,18
20906.1,16
20908.6,207
20908.6,38
20909,27
20909.1,96
20909.7,22
20909.8,812
20912.2,28
20912.6,37
20912.7,20
20914.6,35
20916.2,44
20916.3,28
20916.8,55
20920.5,197
20922.8,44
20924.3,106
20925.5,44
20926.1,40
20927,12
20927.9,48
20928.5,58
20930,27
20933.4,37
20935.6,119
20937.7,63
20938.6,267
20940.1,53
20941.6,52
20945.1,13
20948.8,42
20953.4,63
20954,61
20956.6,104
20957,72
20957.5,16
20963.5,218
20963.9,23
20965.3,74
20969.9,17
20970.4,25
20970.6,129
20970.9,15
20974,42
20975.4,200
20980.6,2
20981.5,58
20982.3,100
20982.7,29
20984,66
20984.3,84
20984.9,19
20985.4,49
20985.9,95
20986.3,13
20994.9,40
20998.2,137
20998.8,32
21003.1,57
21003.7,20
21004.7,153
21005.3,39
21006.6,30
21010.2,37
21010.4,21
21013.4,118
21013.8,43
21014.2,31
21015.4,42
21015.8,11
21016.2,29
21022.1,106
21022.5,48
21024.3,11
21026.1,17
21026.3,28
21028.8,273
21030.7,58
21034.4,51
21035,6
21040.9,69
21042.9,77
21043.1,44
21043.2,35
21045.1,13
21051.8,36
21053.9,18
21054.7,54
21058.3,43
21059.5,24
21059.7,159
21062,67
21064.1,38
21068.6,84
21070.6,80
21071.2,110
21071.7,38
21072,13
21072.2,71
21072.7,20
21074.2,81
21075,102
21083.9,14
21087.5,126
21087.9,27
21089.9,12
21090.8,30
21091.5,14
21092.9,15
21099.1,154
21099.3,40
21099.5,21
21101.1,22
21103,35
21103.1,13
21104.7,39
21104.9,9
21108.4,111
21111.2,62
21111.8,37
21113.4,26
21115.4,11
21116.3,39
21116.6,27
21117,27
21117.5,150
21117.9,360
21119.9,38
21123.5,82
21124.1,8
21127.1,59
21128.2,52
